place,Name,Rating,no of reviews,AJB7ye,AJB7ye 2,cuisine,W4Efsd 2,Address,Highlights,Open/closed,W4Efsd 6,content,Jn12ke src,options,A1zNzb href,J8zHNe,M4A5Cf,ah5Ghc 2,M4A5Cf 2,Delivery
https://www.google.com/maps/place/Shiv+Sagar+Restaurant/data=!4m7!3m6!1s0x3be7c995e7a86167:0x127301cdbe7ba323!8m2!3d19.0988598!4d72.8278459!16s%2Fg%2F11b5wm93tm!19sChIJZ2Go55XJ5zsRI6N7vs0BcxI?authuser=0&hl=en&rclk=1,Shiv Sagar Restaurant,4,"-5,892",·,₹₹,Vegetarian,·,"Juhu Princess Building, Juhu Tara Road, Near Juhu Beach Juhu",,Open,⋅ Closes 12 am,https://lh5.googleusercontent.com/p/AF1QipOXKjdK1CHqGLpT71A7IZ0L9t64ZloK9zVF08Uu=w122-h92-k-no,,Dine-in,,,·,Kerbside pickup,·,No-contact delivery
https://www.google.com/maps/place/Lotus+Cafe/data=!4m7!3m6!1s0x3be7c936896f55bd:0xf340c3b4e1d806f1!8m2!3d19.102037!4d72.825914!16s%2Fg%2F11jqbl9yl9!19sChIJvVVviTbJ5zsR8QbY4bTDQPM?authuser=0&hl=en&rclk=1,Lotus Cafe,4.7,-994,,,Restaurant,·,"JW Marriott, Jw Marriott Mumbai Juhu, Juhu Tara Rd",Polished choice for global cuisine,Open,⋅ Closes 11 pm,https://lh5.googleusercontent.com/p/AF1QipMkz81ydoQy5RPxGgSo5wGgLJw1GyabNbd2n9LV=w122-h92-k-no,https://www.google.com/s2/favicons?domain=indianexpress.com&sz=16,"Oktoberfest 2023: From authentic German brews to beer cocktails, here’s what Mumbai is offering","https://www.google.com/maps/reserve/v/dine/c/SihNW42vvZ0?source=pa&opi=79508299&hl=en-IN&gei=mzPQZeezBLWUg8UP_rqLuAg&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d3122.149956601404!2d72.82482087428926!3d19.10136648210843!2m3!1f0!2f0!3f0!3m2!1i1348!2i636!4f13.1!7i20!10b1!12m17!1m1!18b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m5!1sOTPQZbKxA6uI4-EPys6rCA:433!2s1i:0,t:16700,p:OTPQZbKxA6uI4-EPys6rCA:433!7e81!12e3!17sOTPQZbKxA6uI4-EPys6rCA:483!24m94!1m29!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m18!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m17!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m8!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!9b1!89b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!26m4!2m3!1i80!2i92!4i8!27m6!1sRestaurants!2sEttarra%2BCoffee%2BHouse,%2Bboutique%2Bhotel,%2BGround%2Bfloor,%2BJuhu%2Bresidency,%2BMumbai,%2BMaharashtra%2B400049!3s0x3be7c9d682f55cd5:0x4ef68132892c6b68!4m2!3d19.101366499999997!4d72.82739579999999!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i636!1m6!1m2!1i1298!2i0!2m2!1i1348!2i636!1m6!1m2!1i0!2i0!2m2!1i1348!2i20!1m6!1m2!1i0!2i616!2m2!1i1348!2i636!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!47m0!49m7!3b1!6m2!1b1!2b1!7m2!1e3!2b1!50m4!2e2!3m2!1b1!3b1!61b1!67m2!7b1!10b1!69i681%26q%3DRestaurants%26ech%3D1%26psi%3DOTPQZbKxA6uI4-EPys6rCA.1708143417781.1",Reserve a table,,,,
https://www.google.com/maps/place/China+Gate/data=!4m7!3m6!1s0x3be7c995e487917d:0xd538fb093390389!8m2!3d19.0978857!4d72.8269955!16s%2Fg%2F11b72mf8h5!19sChIJfZGH5JXJ5zsRiQM5k7CPUw0?authuser=0&hl=en&rclk=1,China Gate,3.9,-17,,,Chinese,·,"1, Juhu Tara Rd",,,,https://lh5.googleusercontent.com/p/AF1QipNd19CNSKNPQs-r8ZUKw3D5Rze0wiS6O5lqeN1s=w163-h92-k-no,,Dine-in,"https://www.google.com/maps/reserve/v/dine/c/RgqdG1weSRs?source=pa&opi=79508299&hl=en-IN&gei=mzPQZeezBLWUg8UP_rqLuAg&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d3122.149956601404!2d72.82482087428926!3d19.10136648210843!2m3!1f0!2f0!3f0!3m2!1i1348!2i636!4f13.1!7i20!10b1!12m17!1m1!18b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m5!1sOTPQZbKxA6uI4-EPys6rCA:433!2s1i:0,t:16700,p:OTPQZbKxA6uI4-EPys6rCA:433!7e81!12e3!17sOTPQZbKxA6uI4-EPys6rCA:483!24m94!1m29!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m18!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m17!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m8!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!9b1!89b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!26m4!2m3!1i80!2i92!4i8!27m6!1sRestaurants!2sEttarra%2BCoffee%2BHouse,%2Bboutique%2Bhotel,%2BGround%2Bfloor,%2BJuhu%2Bresidency,%2BMumbai,%2BMaharashtra%2B400049!3s0x3be7c9d682f55cd5:0x4ef68132892c6b68!4m2!3d19.101366499999997!4d72.82739579999999!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i636!1m6!1m2!1i1298!2i0!2m2!1i1348!2i636!1m6!1m2!1i0!2i0!2m2!1i1348!2i20!1m6!1m2!1i0!2i616!2m2!1i1348!2i636!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!47m0!49m7!3b1!6m2!1b1!2b1!7m2!1e3!2b1!50m4!2e2!3m2!1b1!3b1!61b1!67m2!7b1!10b1!69i681%26q%3DRestaurants%26ech%3D1%26psi%3DOTPQZbKxA6uI4-EPys6rCA.1708143417781.1",Reserve a table,·,Drive-through,·,No-contact delivery
https://www.google.com/maps/place/Ten+one+Restaurant/data=!4m7!3m6!1s0x3be7c9957b1724a9:0x72b306c46213842a!8m2!3d19.1010346!4d72.8273689!16s%2Fg%2F11fx_4zp0x!19sChIJqSQXe5XJ5zsRKoQTYsQGs3I?authuser=0&hl=en&rclk=1,Ten one Restaurant,4.2,"-2,526",·,₹₹,Vegetarian,·,Juhu Tara Rd,,Closed,⋅ Opens 11 am,https://lh5.googleusercontent.com/p/AF1QipNA3ZhnCr7CyUrOlzwJ0SPyoFMpqtg51kVqKlrI=w138-h92-k-no,,Dine-in,"https://www.google.com/maps/reserve/v/dine/c/MWAi1nI9zWM?source=pa&opi=79508299&hl=en-IN&gei=mzPQZeezBLWUg8UP_rqLuAg&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d3122.149956601404!2d72.82482087428926!3d19.10136648210843!2m3!1f0!2f0!3f0!3m2!1i1348!2i636!4f13.1!7i20!10b1!12m17!1m1!18b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m5!1sOTPQZbKxA6uI4-EPys6rCA:433!2s1i:0,t:16700,p:OTPQZbKxA6uI4-EPys6rCA:433!7e81!12e3!17sOTPQZbKxA6uI4-EPys6rCA:483!24m94!1m29!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m18!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m17!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m8!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!9b1!89b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!26m4!2m3!1i80!2i92!4i8!27m6!1sRestaurants!2sEttarra%2BCoffee%2BHouse,%2Bboutique%2Bhotel,%2BGround%2Bfloor,%2BJuhu%2Bresidency,%2BMumbai,%2BMaharashtra%2B400049!3s0x3be7c9d682f55cd5:0x4ef68132892c6b68!4m2!3d19.101366499999997!4d72.82739579999999!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i636!1m6!1m2!1i1298!2i0!2m2!1i1348!2i636!1m6!1m2!1i0!2i0!2m2!1i1348!2i20!1m6!1m2!1i0!2i616!2m2!1i1348!2i636!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!47m0!49m7!3b1!6m2!1b1!2b1!7m2!1e3!2b1!50m4!2e2!3m2!1b1!3b1!61b1!67m2!7b1!10b1!69i681%26q%3DRestaurants%26ech%3D1%26psi%3DOTPQZbKxA6uI4-EPys6rCA.1708143417781.1",Reserve a table,·,Takeaway,·,No-contact delivery
https://www.google.com/maps/place/Dhanalaxmi+south+indian+food/data=!4m7!3m6!1s0x3be7c95aa9b52101:0xdbd44c00e0ed3ae6!8m2!3d19.0980431!4d72.8264705!16s%2Fg%2F11sgcz_8xh!19sChIJASG1qVrJ5zsR5jrt4ABM1Ns?authuser=0&hl=en&rclk=1,Dhanalaxmi south indian food,5,-5,,,Restaurant,·,"70, Beach",,,,https://lh5.googleusercontent.com/p/AF1QipP4UDiDVEG04CZwH3vwrURTSyw0z5jOKmBGyLuK=w163-h92-k-no,,Dine-in,,,·,Takeaway,,
https://www.google.com/maps/place/Melting+Pot/data=!4m7!3m6!1s0x3be7c995667c50e7:0xb3511a6b349ef870!8m2!3d19.1011223!4d72.8273754!16s%2Fg%2F11_v54dnq!19sChIJ51B8ZpXJ5zsRcPieNGsaUbM?authuser=0&hl=en&rclk=1,Melting Pot,4.5,"-2,380",·,₹₹₹,Fine Dining,·,"148 B, Ground Floor, 2, Juhu Tara Rd",Casual restaurant chain for fondue meals,Closed,⋅ Opens 12 pm,https://lh5.googleusercontent.com/p/AF1QipMbASryaksij4Lzk35ZRDTvKabXJT8x34cp5KYH=w138-h92-k-no,,Dine-in,"https://www.google.com/maps/reserve/v/dine/c/rIYhfsLjGKA?source=pa&opi=79508299&hl=en-IN&gei=mzPQZeezBLWUg8UP_rqLuAg&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d3122.149956601404!2d72.82482087428926!3d19.10136648210843!2m3!1f0!2f0!3f0!3m2!1i1348!2i636!4f13.1!7i20!10b1!12m17!1m1!18b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m5!1sOTPQZbKxA6uI4-EPys6rCA:433!2s1i:0,t:16700,p:OTPQZbKxA6uI4-EPys6rCA:433!7e81!12e3!17sOTPQZbKxA6uI4-EPys6rCA:483!24m94!1m29!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m18!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m17!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m8!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!9b1!89b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!26m4!2m3!1i80!2i92!4i8!27m6!1sRestaurants!2sEttarra%2BCoffee%2BHouse,%2Bboutique%2Bhotel,%2BGround%2Bfloor,%2BJuhu%2Bresidency,%2BMumbai,%2BMaharashtra%2B400049!3s0x3be7c9d682f55cd5:0x4ef68132892c6b68!4m2!3d19.101366499999997!4d72.82739579999999!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i636!1m6!1m2!1i1298!2i0!2m2!1i1348!2i636!1m6!1m2!1i0!2i0!2m2!1i1348!2i20!1m6!1m2!1i0!2i616!2m2!1i1348!2i636!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!47m0!49m7!3b1!6m2!1b1!2b1!7m2!1e3!2b1!50m4!2e2!3m2!1b1!3b1!61b1!67m2!7b1!10b1!69i681%26q%3DRestaurants%26ech%3D1%26psi%3DOTPQZbKxA6uI4-EPys6rCA.1708143417781.1",Reserve a table,·,Takeaway,·,No-contact delivery
https://www.google.com/maps/place/The+Lagoon/data=!4m7!3m6!1s0x3be7c9f66753e0cb:0x57f88ab4a400f4d7!8m2!3d19.0940102!4d72.8282317!16s%2Fg%2F11fqzxvd98!19sChIJy-BTZ_bJ5zsR1_QApLSK-Fc?authuser=0&hl=en&rclk=1,The Lagoon,3.6,-9,,,Restaurant,·,"3RVH+J75, Juhu Tara Rd",,,,https://lh5.googleusercontent.com/p/AF1QipM2btUhWnnzVpXD59Qxh7VLz8FPTR2IIJjmXfaX=w122-h92-k-no,,Dine-in,,,·,Takeaway,,
https://www.google.com/maps/place/Rangeela+Rajasthan+pavbhaji+%26+fastfood/data=!4m7!3m6!1s0x3be7c995dccec08f:0xc9fc5e6992442ebb!8m2!3d19.0980781!4d72.826223!16s%2Fg%2F11cn9jp6ms!19sChIJj8DO3JXJ5zsRuy5Ekmle_Mk?authuser=0&hl=en&rclk=1,Rangeela Rajasthan pavbhaji & fastfood,3.7,-43,,,Fast Food,·,"Stall No.76 Juhu Beach, Chowpatty Santacruz West",,Open,⋅ Closes 12 pm,https://lh5.googleusercontent.com/p/AF1QipMQ3XBhEgdIucHpypRPDUf4xV0m0HyNbkwbPzen=w122-h92-k-no,,Dine-in,,,·,Takeaway,·,Delivery
https://www.google.com/maps/place/Famous+Pav+Bhaji/data=!4m7!3m6!1s0x3be7c9fe71dc7dd9:0x5936e7f1cf9eda8d!8m2!3d19.0980168!4d72.8263012!16s%2Fg%2F11k3kqm1s3!19sChIJ2X3ccf7J5zsRjdqez_HnNlk?authuser=0&hl=en&rclk=1,Famous Pav Bhaji,4,-1,,,Vegetarian,·,Shop No 1,,Open,⋅ Closes 10 pm,https://lh5.googleusercontent.com/p/AF1QipNk3TYern7jlkwhxntip_x3waBEPyLkzq1K_kgt=w204-h92-k-no,,Dine-in,,,·,Takeaway,,
https://www.google.com/maps/place/Copper+Chimney-+Best+Indian+Restaurant+in+Juhu/data=!4m7!3m6!1s0x3be7c971cdf0abe5:0xab1694747c6628a3!8m2!3d19.1011914!4d72.8274192!16s%2Fg%2F11r_dmgdb3!19sChIJ5avwzXHJ5zsRoyhmfHSUFqs?authuser=0&hl=en&rclk=1,Copper Chimney- Best Indian Restaurant in Juhu,4.7,"-1,859",·,₹₹₹,North Indian,·,"883, 1, Juhu Tara Rd, next to Juhu Residency Hotel, opp. HSBC Bank",,Closed,⋅ Opens 12 pm,https://lh5.googleusercontent.com/p/AF1QipP1TJ2gazYeZP35RPs1hA9PFdfa_t0_G52KfTgA=w204-h92-k-no,,Dine-in,"https://www.google.com/maps/reserve/v/dine/c/oStuOJfK17s?source=pa&opi=79508299&hl=en-IN&gei=mzPQZeezBLWUg8UP_rqLuAg&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d3122.149956601404!2d72.82482087428926!3d19.10136648210843!2m3!1f0!2f0!3f0!3m2!1i1348!2i636!4f13.1!7i20!10b1!12m17!1m1!18b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m5!1sOTPQZbKxA6uI4-EPys6rCA:433!2s1i:0,t:16700,p:OTPQZbKxA6uI4-EPys6rCA:433!7e81!12e3!17sOTPQZbKxA6uI4-EPys6rCA:483!24m94!1m29!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m18!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m17!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m8!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!9b1!89b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!26m4!2m3!1i80!2i92!4i8!27m6!1sRestaurants!2sEttarra%2BCoffee%2BHouse,%2Bboutique%2Bhotel,%2BGround%2Bfloor,%2BJuhu%2Bresidency,%2BMumbai,%2BMaharashtra%2B400049!3s0x3be7c9d682f55cd5:0x4ef68132892c6b68!4m2!3d19.101366499999997!4d72.82739579999999!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i636!1m6!1m2!1i1298!2i0!2m2!1i1348!2i636!1m6!1m2!1i0!2i0!2m2!1i1348!2i20!1m6!1m2!1i0!2i616!2m2!1i1348!2i636!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!47m0!49m7!3b1!6m2!1b1!2b1!7m2!1e3!2b1!50m4!2e2!3m2!1b1!3b1!61b1!67m2!7b1!10b1!69i681%26q%3DRestaurants%26ech%3D1%26psi%3DOTPQZbKxA6uI4-EPys6rCA.1708143417781.1",Reserve a table,·,Drive-through,·,No-contact delivery
https://www.google.com/maps/place/Little+China/data=!4m7!3m6!1s0x3be7c9509c58d341:0xdca9616b3d424d9!8m2!3d19.1036789!4d72.8310519!16s%2Fg%2F11sx3rrdnc!19sChIJQdNYnFDJ5zsR2STUsxaWyg0?authuser=0&hl=en&rclk=1,Little China,5,-2,,,Chinese,·,Shop No 3,,Open,⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v1fmCR7fmSm_e2B9wlIyfQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=173.6556&pitch=0&thumbfov=100,,Dine-in,,,·,Takeaway,,
https://www.google.com/maps/place/Saffron+JW+Marriott+Mumbai+Juhu/data=!4m7!3m6!1s0x3be7c9953e9d7953:0x2811de8d742661cc!8m2!3d19.1021443!4d72.825933!16s%2Fg%2F1w6_m8x_!19sChIJU3mdPpXJ5zsRzGEmdI3eESg?authuser=0&hl=en&rclk=1,Saffron JW Marriott Mumbai Juhu,4.7,-533,·,₹₹₹₹,Indian,·,"Jw Marriott Mumbai Juhu, Lower Lobby, JW Marriott, Juhu Tara Rd",Awadhi dining within a smart hotel,Closed,⋅ Opens 12:30 pm,https://lh5.googleusercontent.com/p/AF1QipOZTKLFIrIZ28QMJytunBEgMTq5LJVX3iDyjVmg=w141-h92-k-no,https://www.google.com/s2/favicons?domain=curlytales.com&sz=16,"Experience The Joy Of Pongal, Sankranti, & Lohri With 25 Special Menus At Restaurants Across India","https://www.google.com/maps/reserve/v/dine/c/iLwbe6GrJSU?source=pa&opi=79508299&hl=en-IN&gei=mzPQZeezBLWUg8UP_rqLuAg&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d3122.149956601404!2d72.82482087428926!3d19.10136648210843!2m3!1f0!2f0!3f0!3m2!1i1348!2i636!4f13.1!7i20!10b1!12m17!1m1!18b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m5!1sOTPQZbKxA6uI4-EPys6rCA:433!2s1i:0,t:16700,p:OTPQZbKxA6uI4-EPys6rCA:433!7e81!12e3!17sOTPQZbKxA6uI4-EPys6rCA:483!24m94!1m29!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m18!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!15b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m2!1b1!3b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m17!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m8!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!9b1!89b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!26m4!2m3!1i80!2i92!4i8!27m6!1sRestaurants!2sEttarra%2BCoffee%2BHouse,%2Bboutique%2Bhotel,%2BGround%2Bfloor,%2BJuhu%2Bresidency,%2BMumbai,%2BMaharashtra%2B400049!3s0x3be7c9d682f55cd5:0x4ef68132892c6b68!4m2!3d19.101366499999997!4d72.82739579999999!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i636!1m6!1m2!1i1298!2i0!2m2!1i1348!2i636!1m6!1m2!1i0!2i0!2m2!1i1348!2i20!1m6!1m2!1i0!2i616!2m2!1i1348!2i636!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!47m0!49m7!3b1!6m2!1b1!2b1!7m2!1e3!2b1!50m4!2e2!3m2!1b1!3b1!61b1!67m2!7b1!10b1!69i681%26q%3DRestaurants%26ech%3D1%26psi%3DOTPQZbKxA6uI4-EPys6rCA.1708143417781.1",Reserve a table,,,,
https://www.google.com/maps/place/Food+Stalls+On+Juhu+Chowpatty/data=!4m7!3m6!1s0x3be7c995dd5bc2bd:0x155d5a23c7d79ee9!8m2!3d19.0980446!4d72.8264213!16s%2Fg%2F11g6yycbpk!19sChIJvcJb3ZXJ5zsR6Z7XxyNaXRU?authuser=0&hl=en&rclk=1,Food Stalls On Juhu Chowpatty,4.1,"-3,344",,,Fast Food,·,"1-62, Juhu Tara Rd",,Closed,⋅ Opens 11 am,https://lh5.googleusercontent.com/p/AF1QipMz9wpJdkXRTRvM1UFBBOTW263Km2PI3CXJce5y=w122-h92-k-no,,Dine-in,,,·,Takeaway,,
