Invoice No.,Category,Item Name,Final Total,Qty.,Time of day
19308,Hot Coffee,Americano (250 ML),202.61,1,Night
C2133,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Night
C2132,Cold Coffee,Vietnamese (350 ML),290.48,1,Night
19307,Cold Coffee,Iced Americano (350 ML),28.97,1,Night
19306,Food Menu,Baked Vada Pav,87.61,1,Night
19306,Food Menu,Baked Pav Bhaji,87.61,1,Night
19306,Hot Coffee,Americano (250 ML),202.61,1,Night
19306,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
19306,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Night
19306,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
19306,Food Menu,Spicy Banana Chips 60 Gm,131.43,2,Night
19305,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
19305,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
19305,Manual Brew,Cold Brew,345,1,Night
19304,Hot Coffee,Americano (250 ML),202.61,1,Night
19304,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
19304,Coffee Beans,Kodai Shroom 250 GM,575,1,Night
19303,Cold Coffee,Vietnamese (350 ML),428.51,2,Night
19303,Food Menu,Baked Vada Pav,112.38,2,Night
19302,Food Menu,Baked Vada Pav,87.61,1,Night
19302,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
19302,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
19302,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
19301,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Night
19301,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
19300,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
19299,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
C2131,Hot Coffee,Americano (250 ML),176.19,1,Night
C2130,SEASONAL MENU,Rosella Cheesecake Berliner,76.19,1,Night
19298,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
19298,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Night
19298,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
19298,Hot Coffee,South Indian Filter Kaapi (150 ML),459.99,3,Night
19298,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
19297,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
19297,SEASONAL MENU,Rosella Cheesecake Berliner,54.76,1,Night
19297,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
19297,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Night
C2129,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,76.19,1,Night
C2129,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),76.19,1,Night
19296,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
19296,Cold Coffee,Iced Mocha (350 ML),312.15,1,Evening
19296,Savouries,Whole Wheat Ladi Pav 4 Pc,109.52,2,Evening
19295,Cold Coffee,Sea Salt Dark Mocha Frappe (450 ML),0.9,2,Evening
19294,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Evening
19294,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
19293,Cold Coffee,Vanilla Praline (350 ML),320,1,Evening
19293,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),70.01,1,Evening
19292,Cold Coffee,Classic Frappe (350 ML),301.19,1,Evening
19291,Cold Coffee,Vietnamese (350 ML),668.1,2,Evening
19291,Food Menu,Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),71.19,1,Evening
19291,Food Menu,Mix Berliner 2 Pcs (Lotus Biscoff Berliner),71.19,1,Evening
19290,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
19289,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
19289,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
19288,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
19288,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
19288,Food Menu,Baked Vada Pav,87.61,1,Evening
19288,Food Menu,Berliners (Nutella Berliner),76.68,1,Evening
19287,Hot Chocolate,Hot Chocolate (350 ML),335.01,1,Evening
19286,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
19286,Hot Coffee,Americano (250 ML),202.61,1,Evening
19286,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
19286,Sweet,Papparoti (Plain),191.68,1,Evening
19285,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
19285,Coffee Coolers,Espresso Tonic (Tonic Water),328.56,1,Evening
19284,Cold Coffee,Iced Latte (350 ML),235.01,1,Evening
19283,Hot Coffee,Cappucino (350 ML),273.81,1,Evening
19283,Milk,ALMOND MILK (200 ML),98.56,1,Evening
19283,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Evening
C2128,Food Menu,Baked Pav Bhaji,76.19,1,Afternoon
C2128,Food Menu,Baked Vada Pav,76.19,1,Afternoon
19282,Food Menu,Baked Vada Pav,160,2,Afternoon
19281,Cold Coffee,Sea Salt Dark Mocha Frappe (450 ML),390.01,1,Afternoon
19281,Food Menu,Berliners (Blueberry Cheese Cake Berliner),79.99,1,Afternoon
19281,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),45,1,Afternoon
19281,Food Menu,Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),45,1,Afternoon
19281,Food Menu,Mix Tartlet 3 Pcs (kodai cheese tartlet),45,1,Afternoon
19280,Cold Coffee,Classic Frappe (350 ML),301.19,1,Afternoon
19280,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Afternoon
19280,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Afternoon
19280,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Afternoon
19280,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
19279,Hot Coffee,ESPRESSO (30 ML),153.32,1,Afternoon
19278,Hot Coffee,Cafe Latte (250 ML),246.44,1,Afternoon
19278,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Afternoon
19278,Food Menu,Baked Vada Pav,87.61,1,Afternoon
19278,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),54.76,1,Afternoon
19277,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Afternoon
19277,Food Menu,Mix Berliner 2 Pcs (Lotus Biscoff Berliner),71.19,1,Afternoon
19277,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Afternoon
19276,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Afternoon
19275,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Day
19275,Hot Coffee,South Indian Filter Kaapi (150 ML),306.67,2,Day
19274,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Day
19274,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Day
19273,Cold Coffee,Almond Frappe (350 ML),320,1,Day
C2127,Sweet,Papparoti (Plain),333.34,2,Night
C2126,Sweet,Papparoti (Plain),166.67,1,Night
19272,Hot Coffee,Cappucino (350 ML),1040,4,Night
19271,Cold Coffee,Classic Frappe (350 ML),855.01,3,Night
19270,Cold Coffee,Madagascar Chocochip Frappe (450 ML),390.01,1,Night
19270,Hot Coffee,Cappucino (350 ML),520,2,Night
19270,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Night
19270,Milk,ALMOND MILK (200 ML),89.99,1,Night
19269,Food Menu,Baked Vada Pav,79.99,1,Night
19269,Food Menu,Hyderabadi Chicken Keema Pav,160,2,Night
19269,Sweet,Papparoti (Plain),175.01,1,Night
19269,Cold Coffee,Madagascar Chocochip Frappe (350 ML),700,2,Night
19269,Milk,ALMOND MILK (200 ML),180,2,Night
19269,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),320,1,Night
19268,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
19268,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
19267,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
19267,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Night
19267,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
19266,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
19266,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
19266,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
19266,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
19265,Food Menu,Baked Pav Bhaji,79.99,1,Night
19265,Food Menu,Hyderabadi Chicken Keema Pav,79.99,1,Night
19264,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Night
19264,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
19264,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Night
19264,Sweet,Papparoti (Plain),191.68,1,Night
19263,Cold Coffee,Iced Latte (350 ML),345.66,2,Night
19262,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
19262,Hot Coffee,South Indian Filter Kaapi (150 ML),613.31,4,Night
19262,Hot Coffee,Cappucino (250 ML),246.44,1,Night
19261,Hot Coffee,Cappucino (350 Ml),221.25,1,Night
19260,Cold Coffee,Madagascar Chocochip Frappe (450 ML),410.71,1,Night
19259,Hot Coffee,Cappucino (250 ML),246.44,1,Night
19259,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
19258,Hot Coffee,Americano (250 ML),202.61,1,Night
19258,Food Menu,Chicken Calzone,76.68,1,Night
19257,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
19257,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
19256,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
19256,Food Menu,Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),49.29,1,Night
19256,Food Menu,Mix Tartlet 3 Pcs (salted Caramel tartlet),98.57,2,Night
19255,Hot Coffee,South Indian Filter Kaapi (150 ML),459.99,3,Night
19254,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
19254,Food Menu,Baked Vada Pav,87.61,1,Night
19254,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
19254,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
19253,Food Menu,Chicken Calzone,76.68,1,Night
19253,Sweet,Papparoti (Plain),191.68,1,Night
19253,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
19253,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
19253,Milk,ALMOND MILK (200 ML),98.56,1,Night
19253,Food Menu,Baked Vada Pav,87.61,1,Night
19253,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
19252,Coffee Coolers,Espresso Tonic (Tonic Water),328.56,1,Night
19251,Coffee Beans,Baba Budan Peak 250 Gm,525,1,Night
19250,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
19249,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
19248,Hot Coffee,South Indian Filter Kaapi (150 ML),306.67,2,Night
19248,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
C2125,SEASONAL MENU,Rosella Cheesecake Berliner,76.19,1,Night
19247,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
C2124,Food Menu,Berliners (Nutella Berliner),76.19,1,Evening
19246,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
19246,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Evening
19245,Hot Coffee,Sea Salt Dark Mocha (250 ML),602.38,2,Evening
19245,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Evening
C2123,Cold Coffee,Classic Frappe (350 ML),261.9,1,Evening
19244,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Evening
19243,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
19243,Cold Coffee,Classic Frappe (350 ML),301.19,1,Evening
19243,Cold Coffee,Vietnamese (350 ML),334.05,1,Evening
19242,Hot Coffee,Cappucino (250 ML),492.86,2,Evening
19242,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),54.76,1,Evening
19242,Sweet,Papparoti (Plain),191.68,1,Evening
19241,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
19241,Milk,OAT MILK (200 ML),82.15,1,Evening
19241,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
19241,Extra Toppings,Add On Syrup (Add On Caramel Syrup),54.76,1,Evening
19240,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
19240,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Evening
19240,Hot Coffee,Cafe Latte (250 ML),246.44,1,Evening
19240,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Evening
19239,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Evening
19239,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Evening
19238,Cold Coffee,Vietnamese (350 ML),334.05,1,Evening
19238,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
19238,Milk,OAT MILK (200 ML),82.15,1,Evening
19238,Food Menu,Baked Vada Pav,175.24,2,Evening
19237,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Evening
19237,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Evening
19237,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Evening
19237,SEASONAL MENU,Rosella Cheesecake Berliner,54.76,1,Evening
19236,Hot Coffee,Kaapicino (350 ML),310,1,Evening
19235,Hot Coffee,Kaapicino (350 Ml),245.5,1,Evening
C2122,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Afternoon
19234,Hot Coffee,Cafe Latte (250 ML),470,2,Afternoon
19233,Cold Coffee,Almond Frappe (350 ML),334.05,1,Afternoon
19233,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Afternoon
19233,Cold Coffee,Vietnamese (350 ML),334.05,1,Afternoon
C2121,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Afternoon
C2120,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Afternoon
19232,Cold Coffee,Almond Frappe (350 ML),640,2,Afternoon
19231,Hot Coffee,Cafe Latte (250 ML),235.01,1,Afternoon
19231,Milk,OAT MILK (200 ML),75.01,1,Afternoon
19230,Cold Coffee,Classic Frappe (350 Ml),298,1,Afternoon
19229,Cold Coffee,Hazelnut Frappe (350 ML),289.99,1,Afternoon
19228,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
19228,Milk,OAT MILK (200 ML),82.15,1,Afternoon
19228,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Afternoon
19227,Cold Coffee,Nariyal Irish Cream Frappe (350 Ml),334.75,1,Afternoon
19226,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Afternoon
19226,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Afternoon
19225,Food Menu,Baked Vada Pav,87.61,1,Afternoon
19224,Hot Coffee,Macchiato 30 Ml,158.81,1,Afternoon
19223,Food Menu,Baked Pav Bhaji,87.61,1,Afternoon
19223,Hot Coffee,Americano (250 ML),405.24,2,Afternoon
19222,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Afternoon
19222,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Afternoon
19222,Milk,ALMOND MILK (200 ML),98.56,1,Afternoon
19222,Cold Coffee,Vietnamese (350 ML),334.05,1,Afternoon
19222,Sweet,Papparoti (Plain),191.68,1,Afternoon
19221,Hot Coffee,ESPRESSO (30 ML),153.32,1,Afternoon
19220,Coffee Beans,Wild Chikmanglur 250 GM,525,1,Afternoon
19219,Cold Coffee,Vietnamese (350 ML),320,1,Afternoon
19219,Cold Coffee,Madagascar Chocochip Frappe (350 ML),349.99,1,Afternoon
19219,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Afternoon
19218,Hot Coffee,Cappucino (250 ML),246.44,1,Day
19218,Hot Coffee,Cafe Latte (250 ML),246.44,1,Day
19217,Hot Coffee,Kaapicino (250 ML),225.01,1,Day
19216,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Day
19216,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Day
19216,Food Menu,Tartlets (Kacha Nimbu Tartlet),54.76,1,Day
19216,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Day
19215,Hot Coffee,Cappucino (250 ML),235.01,1,Night
19214,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
19214,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
19213,Hot Coffee,Americano (250 ML),607.85,3,Night
C2119,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS),142.86,1,Night
19212,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
19212,Food Menu,Chicken Calzone,76.68,1,Night
19212,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Night
19211,Hot Chocolate,Hot Chocolate (350 ML),670,2,Night
19211,Hot Chocolate,Hot Chocolate (250 ML),840.01,3,Night
19210,Food Menu,Baked Vada Pav,160,2,Night
19209,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Night
19208,Food Menu,Baked Vada Pav,175.24,2,Night
19208,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
19207,Hot Chocolate,Madagascar Hot Chocolate (350 ML),383.32,1,Night
19207,Food Menu,Spicy Banana Chips 60 Gm,131.43,2,Night
19207,Food Menu,Yellow Banana Chips 60 Gm,65.71,1,Night
19206,Food Menu,Berliner Mix 3 Pcs (Lotus Biscoff Berliner),60,1,Night
19206,Food Menu,Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),120.01,2,Night
19206,Sweet,Papparoti (Plain),175.01,1,Night
19206,Sweet,Gluten Free Hazelnut Brownie,170,1,Night
21640,Cold Coffee,Vietnamese (350 ML),640,2,Night
21640,Cold Coffee,Madagascar Chocochip Frappe (350 ML),700,2,Night
21640,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Night
21639,Food Menu,Baked Vada Pav,87.61,1,Night
21639,Food Menu,Berliner Mix 3 Pcs (Dark Choco Mousse Berliner),131.43,2,Night
21639,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,262.85,3,Night
21639,Food Menu,Mix Tartlet 3 Pcs (kodai cheese tartlet),98.57,2,Night
21639,Food Menu,Mix Tartlet 3 Pcs (salted Caramel  tartlet),197.16,4,Night
21638,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
21638,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
21638,Food Menu,Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),131.43,2,Night
21638,Food Menu,Berliner Mix 3 Pcs (Nutella Berliner),131.43,2,Night
21638,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
21637,Sweet,Plain Nankhatai Veg,657.14,2,Night
21636,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
21636,Food Menu,Baked Vada Pav,175.24,2,Night
21636,Food Menu,Baked Pav Bhaji,87.61,1,Night
21635,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
21635,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21634,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Night
21634,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
21633,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21633,Food Menu,Hyderabadi Chicken Keema Pav,262.85,3,Night
21633,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
21632,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21632,Milk,OAT MILK (150 ML),164.29,2,Night
21632,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21631,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
21630,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21630,Coffee Coolers,Espresso Tonic (Tonic Water),328.56,1,Night
21630,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21630,Sweet,Papparoti (Plain),191.68,1,Night
21629,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21628,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
21628,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Night
21627,Cold Coffee,Vietnamese (450 ML),383.32,1,Night
21627,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21626,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21626,JUICES,PINAPPLE JUICE,328.56,1,Night
21625,Hot Coffee,Cafe Latte (350 ML),273.81,1,Night
21625,Extra Toppings,Add On Syrup (Add On Caramel Syrup),54.76,1,Night
21625,Food Menu,Chicken Calzone,76.68,1,Night
21625,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
C2396,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,152.38,2,Night
C2396,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS),142.86,1,Night
C2396,Sweet,Papparoti (Plain),166.67,1,Night
C2396,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),42.86,1,Night
C2396,Food Menu,Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),42.86,1,Night
C2396,Food Menu,Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),42.86,1,Night
21624,Hot Coffee,Kaapicino (250 ML),235.48,1,Night
21623,Hot Coffee,Cappucino (250 ML),246.44,1,Night
21622,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21622,JUICES,MANGO JUICE,328.56,1,Night
21622,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,87.61,1,Night
21622,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Night
21621,Cold Coffee,Iced Mocha (350 ML),285.01,1,Night
21621,Milk,ALMOND MILK (200 ML),89.99,1,Night
21620,Hot Coffee,Cafe Mocha (250 Ml),287.28,1,Night
21620,Cold Coffee,Madagascar Chocochip Frappe (350 Ml),409.72,1,Night
21619,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
C2395,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),66.67,1,Night
21618,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21618,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21617,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21617,Food Menu,Chicken Calzone,76.68,1,Night
21616,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21615,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21614,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21613,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21613,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
21612,Cold Coffee,Madagascar Chocochip Frappe (350 ML),733.81,2,Night
21612,Food Menu,Baked Vada Pav,175.24,2,Night
21611,Cold Coffee,Classic Frappe (450 ML),335.01,1,Night
21610,Cold Coffee,Classic Frappe (350 ML),285.01,1,Night
21609,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Night
21609,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21608,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21607,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),49.29,1,Night
21607,Food Menu,Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),49.29,1,Night
21607,Food Menu,Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),49.29,1,Night
21607,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21607,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21606,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Night
21606,Milk,ALMOND MILK (200 ML),98.56,1,Night
21605,Cold Coffee,Classic Frappe (350 ML),301.19,1,Evening
21605,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Evening
21604,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,87.61,1,Evening
21604,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21604,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21604,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Evening
21604,Food Menu,Spicy Banana Chips  60 Gm,131.44,2,Evening
21603,Hot Coffee,Kaapicino (250 ML),470.95,2,Evening
21602,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Evening
21602,Milk,OAT MILK (200 ML),75.01,1,Evening
21601,Cold Coffee,Classic Frappe (350 ML),570,2,Evening
21601,Food Menu,Chicken Calzone,70.01,1,Evening
21601,Food Menu,Baked Vada Pav,79.99,1,Evening
C2394,Food Menu,Baked Pav Bhaji,76.19,1,Evening
C2394,Food Menu,Baked Vada Pav,76.19,1,Evening
21600,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
21600,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Evening
21599,Food Menu,Baked Vada Pav,79.99,1,Evening
21598,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
21598,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Evening
21598,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Evening
C2393,Hot Coffee,Irish Americano (250 ML),214.29,1,Evening
C2392,Sweet,Papparoti (Plain),166.67,1,Evening
21597,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Afternoon
21596,Hot Coffee,Cappucino (250 ML),246.44,1,Afternoon
21596,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21596,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Afternoon
21595,Cold Coffee,Iced Latte (350 ML),470,2,Afternoon
21594,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Afternoon
21593,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21592,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Afternoon
21591,Cold Coffee,Iced Mocha (450 ML),345,1,Afternoon
21590,Hot Coffee,Americano (350 ML),230,1,Afternoon
21590,Food Menu,Baked Vada Pav,87.61,1,Afternoon
21589,Hot Coffee,Americano (250 ML),189.99,1,Afternoon
21588,Hot Coffee,Flat White 250 Ml,262.85,1,Afternoon
21588,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Afternoon
21588,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,87.61,1,Afternoon
21587,Hot Coffee,Americano (250 ML),202.61,1,Afternoon
21587,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Afternoon
21586,Cold Coffee,Iced Americano (450 ML),275,1,Day
21585,Hot Coffee,Kaapicino (250 ML),235.48,1,Day
21584,Cold Coffee,Iced Americano (450 Ml),188.75,1,Day
21583,Hot Coffee,Kaapicino (250 ML),225.01,1,Day
21583,Hot Coffee,Americano (250 ML),189.99,1,Day
21582,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Day
21582,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Day
21581,Hot Coffee,Double Restritto 44 Ml,180.71,1,Day
21580,Cold Coffee,Almond Frappe (450 ML),383.32,1,Day
