Invoice No.,Category,Item Name,Final Total,Qty.,Time of day
21143,SEASONAL MENU,Strawbery Rosella Frangipani Tart,50,1,Night
21143,Food Menu,Tartlets (Filter Kaapi Tartlet),50,1,Night
21142,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21142,Hot Coffee,ESPRESSO (30 ML),153.32,1,Night
21141,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21141,Food Menu,Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),142.38,2,Night
21141,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Night
21141,Food Menu,Mix Berliner 2 Pcs (Dark Choco Mousse Berliner),71.19,1,Night
21141,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21141,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21141,Food Menu,Spicy Banana Chips 60 Gm,131.43,2,Night
21140,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Night
21140,Cold Coffee,Caramel Frappe (350 ML),320,1,Night
21140,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Night
21139,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Night
21139,Hot Coffee,Americano (250 ML),202.61,1,Night
21139,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
21138,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Night
21137,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.11,1,Night
21137,Hot Chocolate,Madagascar Hot Chocolate (250 Ml),326.78,1,Night
21137,Food Menu,Berliners (Nutella Berliner),76.11,1,Night
21136,Hot Coffee,Cappucino (250 ML),492.85,2,Night
21136,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21136,Hot Coffee,Cappucino (250 ML),492.85,2,Night
21135,Cold Coffee,Madagascar Chocochip Frappe (350 ML),435.01,1,Night
21134,Hot Coffee,Americano (250 ML),189.99,1,Night
C2337,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Night
21133,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
C2336,Food Menu,Spicy Banana Chips 60 Gm,114.28,2,Night
C2336,Food Menu,Yellow Banana Chips 60 Gm,114.28,2,Night
C2336,Hot Coffee,Americano (250 ML),180.95,1,Night
C2335,Sweet,Papparoti (Plain),166.67,1,Night
21132,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Night
21132,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
21131,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21130,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Night
21129,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Evening
C2334,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Evening
21128,Food Menu,Berliners (Nutella Berliner),153.32,2,Evening
21128,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
21128,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Evening
21127,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
C2333,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Evening
C2333,Extra Toppings,Add On Syrup (Add On Irish Syrup),47.62,1,Evening
21126,Hot Coffee,Flat White 250 Ml,160,1,Evening
21125,Cold Coffee,Iced Americano (350 ML),202.61,1,Evening
21125,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Evening
21124,Hot Coffee,South Indian Filter Kaapi (250 ML),134.99,1,Evening
21123,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Evening
21123,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Evening
21122,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21122,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Evening
21122,Food Menu,Baked Vada Pav,87.61,1,Evening
21121,Hot Coffee,Double Restritto 44 Ml,361.44,2,Evening
21120,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
21120,Milk,OAT MILK (200 ML),82.15,1,Evening
21120,Food Menu,Chicken Calzone,153.32,2,Evening
21120,Food Menu,Hyderabadi Chicken Keema Pav,175.24,2,Evening
21119,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Evening
21119,Food Menu,Baked Vada Pav,87.61,1,Evening
21119,Food Menu,Mix Berliner 2 Pcs (Lotus Biscoff Berliner),71.19,1,Evening
21119,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Evening
21118,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21118,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
C2332,Hot Coffee,South Indian Filter Kaapi (250 ML),352.38,2,Evening
C2331,Food Menu,Baked Vada Pav,76.19,1,Evening
C2331,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Evening
21117,Cold Coffee,Vietnamese (350 ML),334.05,1,Evening
21117,Food Menu,Chicken Calzone,76.68,1,Evening
21117,Food Menu,Baked Vada Pav,87.61,1,Evening
21117,Milk,OAT MILK (200 ML),82.15,1,Evening
21117,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Evening
21116,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS),230,1,Evening
21115,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
21114,Combos [z],Combo-original South Indian Frappe 350 ML + Mix Banana Chips,550.01,1,Afternoon
21113,Hot Coffee,Americano (250 ML),189.99,1,Afternoon
C2330,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2329,Cold Coffee,Vietnamese (350 ML),304.76,1,Afternoon
21112,Hot Coffee,Americano (250 ML),202.61,1,Afternoon
21112,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Afternoon
21112,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Afternoon
21111,Food Menu,Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),98.57,2,Afternoon
21111,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),49.29,1,Afternoon
21111,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Afternoon
21110,Hot Coffee,Flat White 250 Ml,140,1,Afternoon
21109,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),320,1,Afternoon
21109,Milk,ALMOND MILK (200 ML),89.99,1,Afternoon
21109,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Afternoon
21109,Food Menu,Calzones Veg (Calzone Paneer),560.02,8,Afternoon
21109,Food Menu,Baked Vada Pav,480,6,Afternoon
21109,Food Menu,Baked Pav Bhaji,719.99,9,Afternoon
21109,Cold Coffee,Iced Americano (350 ML),189.99,1,Afternoon
21109,Hot Coffee,Cafe Latte (250 ML),235.01,1,Afternoon
21108,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21107,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21106,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Afternoon
C2328,Hot Coffee,South Indian Filter Kaapi (150 ML),266.66,2,Afternoon
21105,Hot Coffee,Kaapicino (250 ML),235.48,1,Afternoon
21105,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Afternoon
21104,Food Menu,Yellow Banana Chips 60 Gm,60,1,Afternoon
C2327,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2327,Hot Coffee,Cappucino (250 ML),214.29,1,Afternoon
C2326,Food Menu,Baked Vada Pav,76.19,1,Afternoon
21103,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Afternoon
21102,Hot Coffee,Americano (250 ML),189.99,1,Afternoon
21101,Cold Coffee,Iced Latte (350 ML),235.01,1,Afternoon
21101,Food Menu,Baked Pav Bhaji,79.99,1,Afternoon
21100,Cold Coffee,Almond Frappe (350 ML),334.05,1,Day
21100,Cold Coffee,Iced Americano (350 ML),202.61,1,Day
21100,Extra Toppings,Add On Syrup (Add On Irish Syrup),54.76,1,Day
21099,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Day
21098,Cold Coffee,Iced Americano (450 ML),275,1,Day
21097,Sweet,Choco-crinkle-cookies (COMBO 6 PCS),130.01,1,Night
C2325,Food Menu,Hyderabadi Soya Keema Pav,152.38,2,Night
21096,Hot Coffee,Cappucino (250 ML),246.44,1,Night
21096,Food Menu,Baked Pav Bhaji,87.61,1,Night
21095,Cold Coffee,Classic Frappe (350 ML),285.01,1,Night
21095,Hot Coffee,Cafe Latte (250 ML),235.01,1,Night
21094,Food Menu,Hyderabadi Chicken Keema Pav,40,1,Night
21094,Food Menu,Hyderabadi Soya Keema Pav,40,1,Night
21093,Food Menu,Baked Vada Pav,87.61,1,Night
21093,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
21093,Food Menu,Yellow Banana Chips 60 Gm,65.71,1,Night
21092,Food Menu,Yellow Banana Chips 60 Gm,42.69,1,Night
21092,Food Menu,Baked Vada Pav,81.31,2,Night
C2324,Hot Coffee,South Indian Filter Kaapi (250 ML),704.76,4,Night
21091,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),79.99,1,Night
21091,Food Menu,Baked Vada Pav,79.99,1,Night
21090,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21090,Food Menu,Hyderabadi Soya Keema Pav,87.61,1,Night
21090,Food Menu,Chicken Calzone,153.33,2,Night
21090,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
21089,Hot Chocolate,Madagascar Hot Chocolate (250 ML),268.76,1,Night
21088,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21088,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Night
21088,Hot Coffee,Americano (250 ML),405.24,2,Night
21087,Food Menu,Baked Pav Bhaji,175.24,2,Night
21086,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,160,2,Night
21086,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),79.99,1,Night
21085,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS),164.29,1,Night
21085,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,175.24,2,Night
21085,Food Menu,Baked Pav Bhaji,87.61,1,Night
21085,Manual Brew,French Press,284.76,1,Night
21085,Food Menu,Baked Vada Pav,87.61,1,Night
21084,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
21084,Food Menu,Chicken Calzone,76.68,1,Night
21084,Food Menu,Baked Vada Pav,87.61,1,Night
21084,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),54.76,1,Night
21084,Food Menu,Chicken Calzone,76.68,1,Night
21084,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21084,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
21083,Hot Coffee,Cappucino (250 ML),235.01,1,Night
21082,Hot Coffee,Kaapicino (350 ML),250,1,Night
21081,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21081,Food Menu,Baked Vada Pav,87.61,1,Night
21081,Food Menu,Chicken Calzone,76.68,1,Night
21081,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
21080,Food Menu,Hyderabadi Chicken Keema Pav,175.24,2,Night
21079,Cold Coffee,Iced Americano (350 ML),405.24,2,Night
21079,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21078,Cold Coffee,Iced Latte (350 ML),492.86,2,Night
21078,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21078,Cold Coffee,Almond Frappe (350 ML),334.05,1,Night
21078,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),109.52,2,Night
21077,Manual Brew,Cold Brew,432.76,2,Night
21077,Hot Chocolate,Hot Chocolate (250 ML),185.46,1,Night
21077,Hot Coffee,South Indian Filter Kaapi (250 ML),127.07,1,Night
21077,Food Menu,Hyderabadi Chicken Keema Pav,109.91,2,Night
21077,Food Menu,Baked Vada Pav,109.91,2,Night
21077,Sweet,Papparoti (Plain),120.2,1,Night
21076,Coffee Coolers,Malnad Tonic (Choice Of Tonic),195,1,Night
21075,Food Menu,Berliners (Nutella Berliner),40.86,1,Night
21075,Hot Chocolate,Madagascar Hot Chocolate (250 ML),350.25,2,Night
21074,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21074,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21074,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21074,Hot Coffee,South Indian Filter Kaapi (150 ML),460,3,Night
21073,Hot Chocolate,Hot Chocolate (350 ML),350.48,1,Night
21073,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Night
21072,Hot Coffee,Cappucino (250 ML),246.44,1,Night
21072,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Night
21072,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
21072,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
C2323,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,76.19,1,Night
C2323,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),76.19,1,Night
21071,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21071,Manual Brew,Aeropress,284.76,1,Night
21071,Food Menu,Baked Vada Pav,87.61,1,Night
21070,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21070,Hot Coffee,Cappucino (250 ML),492.85,2,Night
21070,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
21070,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21069,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21068,Cold Coffee,Iced Latte (350 ML),235.01,1,Night
21067,Hot Chocolate,Hot Chocolate (350 ML),335.01,1,Night
21066,Hot Chocolate,Hot Chocolate (250 ML),887.15,3,Night
21066,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
21066,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21065,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21065,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Night
21064,Cold Coffee,Origanal South Indian Frappe (350 ML),394.99,1,Night
21064,Cold Coffee,Iced Americano (450 ML),275,1,Night
21063,Sweet,Pappa Roti (Plain),175.01,1,Night
21063,Cold Coffee,Almond Frappe (350 ML),394.99,1,Night
21062,Food Menu,Mix Berliner 2 Pcs (Lotus Biscoff Berliner),71.19,1,Night
21062,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Night
21061,Hot Chocolate,Hot Chocolate (350 ML),350.48,1,Night
21061,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21061,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
21061,Food Menu,Baked Pav Bhaji,87.61,1,Night
21060,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21059,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21058,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Night
21057,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21057,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21056,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
21055,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21055,Food Menu,Calzone Mix 2 Pc (Calzone Paneer),71.19,1,Night
21055,Food Menu,Calzone Mix 2 Pc (Calzone Veg),71.19,1,Night
21055,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21054,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21054,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Night
21054,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
21054,Food Menu,Spicy Banana Chips 60 Gm,65.71,1,Night
21053,Cold Coffee,Iced Latte (350 ML),246.44,1,Night
21053,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,87.61,1,Night
21053,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Night
21053,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
21053,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21052,Coffee Coolers,Espresso Tonic (Tonic Water),630,2,Night
21052,Coffee Coolers,Espresso Tonic (Tonic Water),315,1,Night
C2322,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Evening
C2322,Food Menu,Baked Vada Pav,76.19,1,Evening
C2322,Hot Coffee,Americano (250 ML),176.19,1,Evening
21051,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
21051,Sweet,Papparoti (Plain),383.32,2,Evening
21051,Cold Coffee,Almond Frappe (350 ML),334.05,1,Evening
21051,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
21050,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Evening
21050,Cold Coffee,Vietnamese (350 ML),334.05,1,Evening
21050,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Evening
21050,Food Menu,Baked Vada Pav,87.61,1,Evening
C2321,Sweet,Papparoti (Plain),166.67,1,Evening
C2321,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Evening
21049,Food Menu,Mix Berliner 2 Pcs (Dark Choco Mousse Berliner),71.19,1,Evening
21049,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Evening
21049,Food Menu,Baked Vada Pav,87.61,1,Evening
21048,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
21047,Hot Coffee,Flat White 250 Ml,134.99,1,Evening
21046,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Evening
21046,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Evening
21045,Hot Coffee,Flat White 250 Ml,525.71,2,Evening
21045,Food Menu,Baked Vada Pav,87.61,1,Evening
21044,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Evening
21044,Food Menu,Baked Vada Pav,87.61,1,Evening
21043,Sweet,Papparoti (Plain),191.68,1,Evening
21042,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Evening
21041,Cold Coffee,Vietnamese (350 ML),334.05,1,Afternoon
21041,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Afternoon
21041,Cold Coffee,Iced Americano (350 ML),202.61,1,Afternoon
21041,Sweet,Papparoti (Plain),191.68,1,Afternoon
21041,Food Menu,Chicken Calzone,76.68,1,Afternoon
21041,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Afternoon
21040,Cold Coffee,Almond Frappe (350 ML),320,1,Afternoon
21039,Cold Coffee,Bon Bon (350 ML),320,1,Afternoon
21039,Cold Coffee,Caramel Frappe (350 ML),320,1,Afternoon
21038,Hot Coffee,Kaapicino (250 ML),235.48,1,Afternoon
21038,Food Menu,Tartlets (Salted Caramel Tartlet),54.76,1,Afternoon
21038,Food Menu,Baked Pav Bhaji,87.61,1,Afternoon
21038,Food Menu,Hyderabadi Soya Keema Pav,87.61,1,Afternoon
21037,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Afternoon
21037,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Afternoon
21036,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21036,Hot Coffee,Cappucino (250 ML),246.44,1,Afternoon
21035,Hot Coffee,Cafe Mocha (250 ML),244.99,1,Afternoon
21034,Hot Coffee,Cappucino (250 ML),235.01,1,Afternoon
21033,Cold Coffee,Iced Americano (350 ML),202.61,1,Afternoon
21033,Hot Coffee,Macchiato 30 Ml,158.81,1,Afternoon
21032,Hot Coffee,ESPRESSO (30 ML),153.32,1,Afternoon
21032,Hot Coffee,Cappucino (250 ML),246.44,1,Afternoon
21031,Sweet,Gluten Free Hazelnut Brownie,186.19,1,Afternoon
21031,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Afternoon
21031,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Afternoon
21031,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),49.29,1,Afternoon
21031,Food Menu,Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),49.29,1,Afternoon
21031,Food Menu,Mix Tartlet 3 Pcs (salted Caramel tartlet),49.29,1,Afternoon
C2320,Milk,ALMOND MILK (200 ML),85.71,1,Afternoon
C2320,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),95.24,2,Afternoon
C2320,Cold Coffee,Iced Latte (350 ML),223.81,1,Afternoon
21030,Cold Coffee,Iced Latte (350 ML),470,2,Afternoon
21030,Milk,ALMOND MILK (200 ML),180,2,Afternoon
21030,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),50,1,Afternoon
21030,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),50,1,Afternoon
21029,Hot Coffee,Cappucino (250 ML),235.01,1,Afternoon
21028,Cold Coffee,Madagascar Chocochip Frappe (350 ML),349.99,1,Afternoon
C2319,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2318,Food Menu,Baked Vada Pav,76.19,1,Afternoon
21027,Hot Coffee,Americano (250 ML),405.24,2,Afternoon
C2317,Food Menu,Hyderabadi Chicken Keema Pav,76.19,1,Afternoon
21026,Cold Coffee,Vietnamese (350 ML),320,1,Day
21026,Food Menu,Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),65,1,Day
21026,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),65,1,Day
21026,Milk,ALMOND MILK (200 ML),89.99,1,Day
21025,Cold Coffee,Iced Latte (350 ML),235.01,1,Day
21024,Cold Coffee,Iced Americano (350 ML),202.61,1,Day
21023,Food Menu,Baked Pav Bhaji,87.61,1,Day
21023,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Day
21022,Cold Coffee,Almond Frappe (350 ML),320,1,Day
21022,Food Menu,Baked Vada Pav,79.99,1,Day
21021,Cold Coffee,Iced Americano (450 ML),220,1,Night
21020,Hot Coffee,Cappucino (250 ML),235.01,1,Night
21019,Hot Coffee,Kaapicino (250 ML),225.01,1,Night
21018,Hot Coffee,Cafe Mocha (350 ML),340.01,1,Night
21017,Food Menu,Calzone Mix 3 Pc (Calzone Paneer),65.71,1,Night
21017,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
21016,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21016,Sweet,Papparoti (Plain),191.68,1,Night
21015,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
21014,Sweet,Papparoti (Plain),175.01,1,Night
21014,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS),150,1,Night
21014,Hot Coffee,Cappucino (350 ML),260,1,Night
21014,Hot Coffee,Cappucino (250 ML),235.01,1,Night
21014,Food Menu,Baked Pav Bhaji,79.99,1,Night
21013,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21013,Food Menu,Hyderabadi Chicken Keema Pav,175.24,2,Night
21012,Food Menu,Baked Vada Pav,350.48,4,Night
21012,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
21012,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Night
21012,Food Menu,Tartlets (Filter Kaapi Tartlet),54.76,1,Night
21012,Sweet,Papparoti (Plain),383.33,2,Night
21011,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
21011,Milk,ALMOND MILK (200 ML),98.56,1,Night
21011,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Night
21011,Sweet,Gluten Free Hazelnut Brownie,186.19,1,Night
21011,Food Menu,Baked Pav Bhaji,87.61,1,Night
21011,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
21010,Hot Coffee,Americano (250 ML),481.35,3,Night
21009,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21009,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Night
21009,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21008,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21008,Hot Chocolate,Hot Chocolate (350 ML),350.48,1,Night
21007,Cold Coffee,Iced Americano (450 ML),275,1,Night
C2316,Hot Coffee,South Indian Filter Kaapi (250 ML),352.38,2,Night
21006,Manual Brew,Aeropress,284.76,1,Night
21006,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
21006,Extra Toppings,Add On Syrup (Add On Tiramisu Syrup),54.76,1,Night
21006,Food Menu,Baked Vada Pav,175.24,2,Night
21005,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Night
21005,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21005,Cold Coffee,Origanal South Indian Frappe (450 ML),383.32,1,Night
21005,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21004,Food Menu,Spicy Banana Chips 60 Gm,328.55,5,Night
21003,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21003,Manual Brew,Cold Brew,345,1,Night
21003,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
21002,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
21002,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21001,Hot Coffee,Cappucino (350 ML),273.81,1,Night
21001,Cold Coffee,Almond Frappe (350 ML),334.05,1,Night
21001,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
21001,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
21000,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21000,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Night
21000,Milk,ALMOND MILK (200 ML),98.56,1,Night
20999,Savouries,Whole Wheat Ladi Pav 4 Pc,50,1,Night
20998,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
20998,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
20997,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20996,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20996,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Night
20995,Food Menu,Chicken Calzone,153.32,2,Night
20995,Food Menu,Mix Tartlet 3 Pcs (salted Caramel tartlet),49.29,1,Night
20995,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),98.56,2,Night
20995,Manual Brew,Cold Brew,345,1,Night
20995,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Night
20995,Cold Coffee,Bon Bon (350 ML),334.05,1,Night
20995,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Night
20995,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20995,Food Menu,Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),49.29,1,Night
20995,Food Menu,Mix Tartlet 3 Pcs (kodai cheese tartlet),98.56,2,Night
20994,Sweet,Papparoti (Plain),191.68,1,Night
20994,Cold Coffee,Nariyal Irish Cream Frappe (450 ML),383.32,1,Night
20993,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
20993,Extra Toppings,Add On Syrup (Add On Irish Syrup),54.76,1,Night
20993,Hot Coffee,Kaapicino (250 ML),235.48,1,Night
20992,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
20992,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20991,Hot Coffee,Cappucino (250 ML),246.44,1,Night
20991,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
