ORANGE JUICE,,,,,,,,,,,
Vietnamese (350 ML),Vietnamese (350 ML),,,,,,,,,,
Kaapicino (250 ML),OAT MILK (200 ML),,,,,,,,,,
Aeropress,,,,,,,,,,,
Madagascar Chocochip Frappe (450 ML),Berliners (Nutella Berliner),Vietnamese (350 ML),,,,,,,,,
Hazelnut Frappe (450 ML),Cafe Latte (250 ML),,,,,,,,,,
Hazelnut Frappe (350 ML),ALMOND MILK (200 ML),Bon Bon (350 ML),Classic Frappe (350 ML),Iced Americano (350 ML),,,,,,,
Classic Frappe (350 ML),Hazelnut Frappe (450 ML),,,,,,,,,,
South Indian Filter Kaapi (150 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Iced Latte (350 ML),Baked Vada Pav,,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Cashew Nuts Nankhatai Veg,Baked Vada Pav,Cafe Latte (250 ML),Kaapicino (250 ML),,,,,,,,
Berliners (Nutella Berliner),South Indian Filter Kaapi (250 ML),Caramel Frappe (350 ML),,,,,,,,,
Iced Mocha (350 ML),,,,,,,,,,,
Kaapicino (350 ML),Calzones Veg (Calzone Paneer),,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Berliners (Nutella Berliner),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Hyderabadi Soya Keema Pav,Hyderabadi Chicken Keema Pav,South Indian Filter Kaapi (150 ML),,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
Iced Americano (350 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Vietnamese (350 ML),Calzones Veg (Calzone Veg),,,,,,,,,
Hazelnut Frappe (350 ML),Iced Americano (350 ML),Calzones Veg (Calzone Paneer),,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Caramel Frappe (350 ML),,,,,,,,,,,
Tartlets (chocolate Tartlet),,,,,,,,,,,
Hazelnut Frappe (350 ML),Tartlets (chocolate Tartlet),,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Americano (250 ML),South Indian Filter Kaapi (150 ML),,,,,,,,,
Waves Of Malnad 250 GM,Baba Budan Peak 250 Gm,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Cappucino (250 ML),Add On Syrup (Add On Caramel Syrup),,,,,,,,,,
South Indian Filter Kaapi (250 ML),Americano (250 ML),,,,,,,,,,
Cafe Latte (250 ML),Hot Chocolate (250 ML),Almond Honey Latte (350 ML),,,,,,,,,
Iced Latte (350 ML),ALMOND MILK (200 ML),Add On Syrup (Add On Caramel Syrup),,,,,,,,,
Cappucino (250 ML),ALMOND MILK (200 ML),Americano (250 ML),Kaapicino (250 ML),Spicy Banana Chips 60 Gm,Yellow Banana Chips 60 Gm,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Baked Vada Pav,Calzones Veg (Calzone Veg),,,,,,,,,,
Iced Latte (350 Ml),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Berliners (Nutella Berliner),,,,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Cold Brew,Classic Frappe (350 ML),,,,,,,,,,
Berliners (Nutella Berliner),,,,,,,,,,,
Hyderabadi Chicken Keema Pav,Americano (250 ML),,,,,,,,,,
Cold Brew,Spicy Banana Chips 60 Gm,,,,,,,,,,
Iced Latte (350 ML),Add On Syrup (Add On Caramel Syrup),Add On Syrup (Add On hazelnuts Syrup),,,,,,,,,
South Indian Filter Kaapi (250 ML),Americano (250 ML),,,,,,,,,,
Yellow Banana Chips 60 Gm,Spicy Banana Chips 60 Gm,,,,,,,,,,
Baked Vada Pav,Baked Pav Bhaji,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Almond Milk (150 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),Madagascar Chocochip Frappe (350 ML),,,,,,,,,,
Pour Over,Berliners (Dark Choco Mousse Berliner),,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
Calzones Veg (Calzone Paneer),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Vietnamese (350 Ml),Baked Vada Pav,,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
Madagascar Chocochip Frappe (450 ML),,,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Classic Frappe (350 ML),,,,,,,,,,
Cafe Latte (250 ML),Cappucino (250 ML),Add On Syrup (Add On Tiramisu Syrup),,,,,,,,,
Chicken Calzone,Baked Vada Pav,Berliners (Lotus Biscoff Berliner),Berliners (Blueberry Cheese Cake Berliner),Berliners (Dark Choco Mousse Berliner),Origanal South Indian Frappe (350 ML),South Indian Filter Kaapi (150 ML),OAT MILK (200 ML),Iced Americano (350 ML),Americano (350 ML),Madagascar Chocochip Frappe (350 ML),Choco-crinkle-cookies (COMBO 3 PCS)
Baked Vada Pav,,,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Iced Americano (450 Ml),,,,,,,,,,,
Papparoti (Plain),,,,,,,,,,,
Sea Salt Dark Mocha (350 ML),Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,,
South Indian Filter Kaapi (250 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Origanal South Indian Frappe (450 ML),,,,,,,,,,
Classic Frappe (350 ML),Berliners (Nutella Berliner),,,,,,,,,,
Classic Frappe (450 Ml),,,,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Cappucino (250 ML),Iced Americano (350 ML),,,,,,,,,,
Kaapicino (250 ML),South Indian Filter Kaapi (150 ML),South Indian Filter Kaapi (150 ML),,,,,,,,,
Calzones Veg (Calzone Paneer),Calzones Veg (Calzone Veg),Whole Wheat Ladi Pav 4 Pc,Papparoti (Plain),,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Classic Frappe (350 Ml),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Gluten Free Hazelnut Brownie,Kaapicino (250 ML),Add On Syrup (Add On hazelnuts Syrup),,,,,,,,,
Baked Pav Bhaji,,,,,,,,,,,
Almond Frappe (350 ML),,,,,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Baked Pav Bhaji,,,,,,,,,,
Origanal South Indian Frappe (450 Ml),,,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Classic Frappe (350 ML),Iced Latte (350 ML),South Indian Filter Kaapi (250 ML),Almond Frappe (350 ML),Add On Syrup (Add On hazelnuts Syrup),Caramel Frappe (350 ML),,,,,,
Gluten Free Hazelnut Brownie,Baked Vada Pav,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,,
Chicken Calzone,South Indian Filter Kaapi (150 ML),,,,,,,,,,
Hazelnut Frappe (350 ML),Hot Chocolate (250 ML),,,,,,,,,,
Almond Frappe (350 ML),Hyderabadi Chicken Keema Pav,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,
Calzone Mix 2 Pc (Calzone Paneer),Chicken Calzone,,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Hyderabadi Chicken Keema Pav,,,,,,,,,,
Sea Salt Dark Mocha Frappe (350 ML),Hyderabadi Chicken Keema Pav,Madagascar Hot Chocolate (250 ML),,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Papparoti (Plain),Hazelnut Frappe (350 ML),,,,,,,,,,
Madagascar Hot Chocolate (250 ML),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Classic Frappe (350 ML),Papparoti (Plain),,,,,,,,,,
Baked Vada Pav,Berliners (Lotus Biscoff Berliner),Berliners (Nutella Berliner),,,,,,,,,
White Loaf Bread,,,,,,,,,,,
Madagascar Hot Chocolate (350 ML),Sea Salt Dark Mocha (350 ML),Flat White 250 Ml,,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),,,,,,,,,,,
Classic Frappe (450 Ml),,,,,,,,,,,
Vietnamese (350 ML),Iced Americano (350 ML),Baked Vada Pav,,,,,,,,,
Classic Frappe (350 ML),Americano (250 ML),,,,,,,,,,
South Indian Filter Kaapi (250 ML),Berliners (Blueberry Cheese Cake Berliner),Yellow Banana Chips 60 Gm,Spicy Banana Chips 60 Gm,,,,,,,,
Iced Americano (350 ML),Iced Americano (350 ML),Madagascar Chocochip Frappe (350 ML),Iced Americano (350 ML),,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Papparoti (Add On Nutella sauce),Cafe Mocha (250 ML),,,,,,,,,
Cappucino (250 ML),Americano (250 ML),Madagascar Chocochip Frappe (350 ML),,,,,,,,,
Origanal South Indian Frappe (350 ML),Madagascar Chocochip Frappe (350 ML),,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Spicy Banana Chips 60 Gm,South Indian Filter Kaapi (250 ML),Hyderabadi Chicken Keema Pav,Hyderabadi Soya Keema Pav,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),Espresso Tonic (Tonic Water),,,,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS),Iced Americano (350 ML),Add On Syrup (Add On Vanilla Syrup),Baked Vada Pav,Baked Vada Pav,Origanal South Indian Frappe (350 ML),,,,,,
Hot Chocolate (250 ML),Chicken Calzone,Calzones Veg (Calzone Veg),,,,,,,,,
Hazelnut Frappe (450 ML),Berliners (Blueberry Cheese Cake Berliner),,,,,,,,,,
Hyderabadi Chicken Keema Pav,Hyderabadi Chicken Keema Pav,Chicken Calzone,,,,,,,,,
South Indian Filter Kaapi (150 ML),Hot Chocolate (250 ML),,,,,,,,,,
Cappucino (250 ML),Add On Syrup (Add On hazelnuts Syrup),,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),Papparoti (Plain),,,,,,,,,,
Vietnamese (350 ML),South Indian Filter Kaapi (150 ML),,,,,,,,,,
Hot Chocolate (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),Hyderabadi Chicken Keema Pav,Cafe Latte (250 ML),,,,,,,,,
Tartlets (kodai cheese tartlet),,,,,,,,,,,
Hazelnut Frappe (450 ML),,,,,,,,,,,
Classic Frappe (350 ML),Hazelnut Frappe (350 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Choco-crinkle-cookies (with Egg) (COMBO 3 PCS),Sea Salt Dark Mocha (350 ML),,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Classic Frappe (350 ML),OAT MILK (200 ML),,,,,,,,,,
Flat White 250 Ml,Kaapicino (250 ML),OAT MILK (200 ML),,,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Iced Americano (350 ML),,,,,,,,,,,
Hyderabadi Chicken Keema Pav,Chicken Calzone,,,,,,,,,,
Baked Vada Pav,Hyderabadi Soya Keema Pav,,,,,,,,,,
Cafe Latte (250 ML),Add On Syrup (Add On Vanilla Syrup),Papparoti (Plain),,,,,,,,,
Origanal South Indian Frappe (350 ML),Kaapicino (250 ML),Papparoti (Plain),,,,,,,,,
Cappucino (250 ML),Almond Frappe (350 ML),Sea Salt Dark Mocha Frappe (350 ML),Tartlets (Kacha Nimbu Tartlet),Tartlets (Filter Kaapi Tartlet),Papparoti (Plain),Hyderabadi Chicken Keema Pav,Papparoti (Plain),,,,
Origanal South Indian Frappe (350 ML),Berliners (Dark Choco Mousse Berliner),,,,,,,,,,
Iced Latte (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Tartlets (chocolate Tartlet),Tartlets (Salted Caramel Tartlet),,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
Iced Latte (350 ML),,,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Papparoti (Plain),Hot Chocolate (250 ML),South Indian Filter Kaapi (250 ML),Baked Vada Pav,Papparoti (Plain),,,,,,
Hazelnut Frappe (350 ML),Papparoti (Plain),,,,,,,,,,
Double Restritto 44 Ml,,,,,,,,,,,
Yellow Banana Chips 60 Gm,South Indian Filter Kaapi (250 ML),,,,,,,,,,
South Indian Filter Kaapi (150 ML),ESPRESSO (30 ML),,,,,,,,,,
Cold Brew,,,,,,,,,,,
Hot Chocolate (350 ML),Spicy Banana Chips 60 Gm,,,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
Iced Latte (350 ML),,,,,,,,,,,
Cappucino (350 Ml),,,,,,,,,,,
Sea Salt Dark Mocha (350 ML),,,,,,,,,,,
Classic Frappe (350 ML),Berliner Mix 3 Pcs (Nutella Berliner),Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),Rosella Cheesecake Berliner,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Almond Frappe (350 ML),Papparoti (Plain),Iced Americano (350 ML),Rosella Cheesecake Berliner,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Chicken Calzone,,,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Nariyal Irish Cream Frappe (350 ML),,,,,,,,,,
Almond Frappe (350 ML),,,,,,,,,,,
Bon Bon (350 ML),,,,,,,,,,,
Classic Frappe (450 Ml),,,,,,,,,,,
Iced Latte (350 ML),Vanilla Praline (350 ML),Papparoti (Plain),Mix Tartlet 3 Pcs (chocolate Tartlet),Mix Tartlet 3 Pcs (salted Caramel tartlet),Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),,,,,,
Classic Frappe (450 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Papparoti (Plain),Hot Chocolate (250 ML),,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Almond Frappe (350 ML),,,,,,,,,,,
Classic Frappe (350 ML),Almond Frappe (350 ML),Add On Syrup (Add On Nutella sauce),,,,,,,,,
Sea Salt Dark Mocha (250 ML),Iced Mocha (450 ML),,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Nariyal Irish Cream Frappe (350 Ml),,,,,,,,,,,
Iced Latte (350 ML),,,,,,,,,,,
Kaapicino (250 ML),Americano (250 ML),,,,,,,,,,
Iced Latte (450 ML),Add On Syrup (Add On Vanilla Syrup),,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Mix Tartlet 6 Pcs (Filter Kaapi Tartlet),Mix Tartlet 6 Pcs (chocolate Tartlet),Mix Tartlet 6 Pcs (salted Caramel tartlet),Mix Tartlet 6 Pcs (kodai cheese tartlet),Choco-crinkle-cookies (COMBO 3 PCS),Berliner Mix 3 Pcs (Nutella Berliner),Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),Rosella Cheesecake Berliner,South Indian Filter Kaapi (150 ML),,,
Americano (250 ML),,,,,,,,,,,
Iced Americano (350 ML),Calzones Veg (Calzone Paneer),,,,,,,,,,
Cappucino (250 ML),Cafe Latte (250 ML),ESPRESSO (60 ML),,,,,,,,,
Classic Frappe (450 Ml),,,,,,,,,,,
Sea Salt Dark Mocha (350 ML),,,,,,,,,,,
Caramel Frappe (450 ML),,,,,,,,,,,
Malnad Tonic (choice Of Tonic),,,,,,,,,,,
Cafe Mocha (250 ML),,,,,,,,,,,
Malnad Tonic (choice Of Tonic),,,,,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Nariyal Irish Cream Frappe (350 ML),Vietnamese (350 ML),,,,,,,,
Cappucino (350 ML),,,,,,,,,,,
Classic Frappe (350 Ml),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Papparoti (Plain),Baked Vada Pav,Origanal South Indian Frappe (350 ML),Cafe Mocha (250 ML),,,,,,,,
Iced Latte (450 ML),,,,,,,,,,,
Iced Americano (450 Ml),,,,,,,,,,,
Cappucino (350 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),South Indian Filter Kaapi (150 ML),,,,,,,,,,
Papparoti (Plain),Bon Bon (350 ML),Hazelnut Frappe (350 ML),Classic Frappe (350 ML),,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),Cappucino (250 ML),ALMOND MILK (200 ML),,,,,,,,,
Hazelnut Frappe (350 ML),Madagascar Chocochip Frappe (350 ML),Nariyal Irish Cream Frappe (350 ML),Caramel Frappe (350 ML),,,,,,,,
Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),Berliner Mix 3 Pcs (Dark Choco Mousse Berliner),Berliner Mix 3 Pcs (Nutella Berliner),Papparoti (Plain),Choco-crinkle-cookies (COMBO 6 PCS),Baked Vada Pav,Calzones Veg (Calzone Veg),Classic Frappe (350 ML),Caramel Frappe (350 ML),Almond Frappe (350 ML),Baked Pav Bhaji,Hyderabadi Chicken Keema Pav
Vanilla Praline (350 ML),Madagascar Chocochip Frappe (350 ML),Madagascar Hot Chocolate (250 ML),,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Hazelnut Frappe (350 ML),Vietnamese (350 ML),Nariyal Irish Cream Frappe (350 ML),Bon Bon (350 ML),,,,,,,
Madagascar Chocochip Frappe (350 Ml),,,,,,,,,,,
Rosella Cheesecake Berliner,Gluten Free Hazelnut Brownie,,,,,,,,,,
Tartlets (chocolate Tartlet),Tartlets (Salted Caramel Tartlet),Strawbery Rosella Frangipani Tart,Hot Chocolate (250 ML),,,,,,,,
Vietnamese (350 ML),Vanilla Praline (350 ML),Madagascar Chocochip Frappe (350 ML),,,,,,,,,
Oat Milk (150 ML),Madagascar Hot Chocolate (350 ML),,,,,,,,,,
Hot Chocolate (250 ML),Madagascar Chocochip Frappe (450 ML),,,,,,,,,,
Classic Frappe (450 Ml),,,,,,,,,,,
Cafe Latte (350 ML),,,,,,,,,,,
Hot Chocolate (250 ML),Papparoti (Plain),,,,,,,,,,
Hazelnut Frappe (350 ML),Hazelnut Frappe (450 ML),Baked Vada Pav,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Vietnamese (450 ML),,,,,,,,,,
Hazelnut Frappe (450 ML),Baked Vada Pav,,,,,,,,,,
Yellow Banana Chips 60 Gm,Spicy Banana Chips 60 Gm,,,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),Hazelnut Frappe (350 ML),Cafe Latte (250 ML),Add On Syrup (Add On Cinnamon Syrup),,,,,,,,
Origanal South Indian Frappe (450 Ml),,,,,,,,,,,
Chicken Calzone,Madagascar Hot Chocolate (250 ML),,,,,,,,,,
South Indian Filter Kaapi (250 ML),Origanal South Indian Frappe (350 ML),Hot Chocolate (250 ML),,,,,,,,,
Berliners (Dark Choco Mousse Berliner),Vietnamese (350 ML),Vanilla Praline (350 ML),Madagascar Chocochip Frappe (350 ML),Papparoti (Plain),Baked Vada Pav,,,,,,
Baked Pav Bhaji,Calzones Veg (Calzone Paneer),South Indian Filter Kaapi (250 ML),Chicken Calzone,Spicy Banana Chips 60 Gm,,,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),,,,,,,,,,,
Papparoti (Add On Nutella sauce),Berliners (Nutella Berliner),Berliners (Lotus Biscoff Berliner),,,,,,,,,
Berliners (Nutella Berliner),,,,,,,,,,,
Caramel Frappe (350 ML),Classic Frappe (350 ML),Vietnamese (350 ML),,,,,,,,,
Classic Frappe (350 ML),Origanal South Indian Frappe (350 ML),Pappa Roti (Add On Nutella sauce),,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Baked Pav Bhaji,,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Wild Chikmanglur 250 GM,,,,,,,,,,,
Chicken Calzone,Hot Chocolate (250 ML),Classic Frappe (350 ML),Hyderabadi Chicken Keema Pav,,,,,,,,
Kaapicino (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),Papparoti (Plain),Berliners (Blueberry Cheese Cake Berliner),Berliners (Dark Choco Mousse Berliner),Rosella Cheesecake Berliner,,,,,,,
Yellow Banana Chips 60 Gm,South Indian Filter Kaapi (150 ML),Hyderabadi Soya Keema Pav,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Origanal South Indian Frappe (350 ML),Berliners (Nutella Berliner),Baked Vada Pav,,,,,,,,
Cafe Latte (250 ML),Irish Americano (250 ML),Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Baked Vada Pav,,,,,,,
Berliners (Nutella Berliner),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Choco-crinkle-cookies (COMBO 3 PCS),South Indian Filter Kaapi (150 ML),,,,,,,,,
Caramel Frappe (350 ML),South Indian Filter Kaapi (250 ML),Calzones Veg (Calzone Paneer),Baked Vada Pav,,,,,,,,
Iced Latte (350 ML),Add On Syrup (Add On hazelnuts Syrup),Berliners (Nutella Berliner),,,,,,,,,
South Indian Filter Kaapi (250 ML),Americano (250 ML),Papparoti (Plain),,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Almond Frappe (350 ML),,,,,,,,,,,
Cafe Latte (250 ML),Almond Honey Latte (350 ML),,,,,,,,,,
Hazelnut Frappe (350 ML),Hot Chocolate (350 ML),Calzones Veg (Calzone Veg),,,,,,,,,
Cafe Mocha (350 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Cappucino (250 ML),Americano (250 ML),,,,,,,,,,
Iced Americano (450 Ml),,,,,,,,,,,
Iced Latte (350 ML),Cold Brew,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Vietnamese (350 ML),,,,,,,,,,
Iced Latte (350 ML),,,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Classic Frappe (350 Ml),,,,,,,,,,,
Vietnamese (450 ML),,,,,,,,,,,
Hyderabadi Chicken Keema Pav,South Indian Filter Kaapi (150 ML),,,,,,,,,,
ESPRESSO (30 ML),Hazelnut Frappe (350 ML),,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Tartlets (Kacha Nimbu Tartlet),Flat White 250 Ml,OAT MILK (200 ML),Tartlets (Kacha Nimbu Tartlet),,,,,,,,
Pour Over,,,,,,,,,,,
Spicy Banana Chips 60 Gm,,,,,,,,,,,
Iced Americano (350 ML),,,,,,,,,,,
Iced Americano (450 ML),Berliners (Lotus Biscoff Berliner),,,,,,,,,,
Cafe Latte (250 ML),,,,,,,,,,,
Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Cafe Mocha (250 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
Irish Americano (250 Ml),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Sea Salt Dark Mocha (250 Ml),,,,,,,,,,,
Papparoti (Plain),,,,,,,,,,,
Iced Latte (450 ML),,,,,,,,,,,
Iced Latte (350 ML),ALMOND MILK (200 ML),South Indian Filter Kaapi (250 ML),Gluten Free Hazelnut Brownie,Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,
Almond Frappe (350 ML),,,,,,,,,,,
Madagascar Chocochip Frappe (450 ML),Spicy Banana Chips 60 Gm,,,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Choco-crinkle-cookies (COMBO 3 PCS),Baked Pav Bhaji,Calzones Veg (Calzone Veg),Classic Frappe (350 ML),,,,,,,,
Choco-crinkle-cookies (with Egg) (COMBO 3 PCS),,,,,,,,,,,
Berliners (Nutella Berliner),Vietnamese (450 Ml),Calzones Veg (Calzone Paneer),,,,,,,,,
Iced Americano (450 Ml),,,,,,,,,,,
Rosella Cheesecake Berliner,,,,,,,,,,,
Baked Vada Pav,Calzones Veg (Calzone Paneer),Hyderabadi Chicken Keema Pav,Sea Salt Dark Mocha (250 ML),Madagascar Hot Chocolate (350 ML),,,,,,,
Cappucino (350 ML),South Indian Filter Kaapi (250 ML),Hyderabadi Chicken Keema Pav,Calzones Veg (Calzone Paneer),,,,,,,,
Cappucino (350 ML),South Indian Filter Kaapi (250 ML),,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),Papparoti (Plain),,,,,,,,,,
Berliners (Blueberry Cheese Cake Berliner),Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),Mix Tartlet 3 Pcs (kodai cheese tartlet),Mix Tartlet 3 Pcs (salted Caramel tartlet),Baked Vada Pav,Papparoti (Plain),Cappucino (350 ML),,,,,
Sea Salt Dark Mocha Frappe (350 ML),,,,,,,,,,,
Vietnamese (350 ML),Hot Chocolate (250 ML),Classic Frappe (350 ML),Cappucino (250 ML),,,,,,,,
Sea Salt Dark Mocha (350 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Irish Americano (250 ML),Cold Brew,,,,,,,,,,
Almond Frappe (350 ML),South Indian Filter Kaapi (250 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),Cafe Latte (250 ML),Cafe Mocha (250 ML),South Indian Filter Kaapi (150 ML),,,,,,,,
Classic Frappe (450 Ml),,,,,,,,,,,
Iced Americano (350 ML),South Indian Filter Kaapi (150 ML),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS),Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,
Baked Vada Pav,,,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
South Indian Filter Kaapi (250 ML),Calzones Veg (Calzone Paneer),Choco-crinkle-cookies (COMBO 3 PCS),Gluten Free Hazelnut Brownie,,,,,,,,
Cafe Mocha (250 ML),Cappucino (250 ML),,,,,,,,,,
Espresso Tonic (Tonic Water),,,,,,,,,,,
Iced Mocha (350 ML),Mix Tartlet 3 Pcs (kodai cheese tartlet),Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),Strawbery Rosella Frangipani Tart,,,,,,,,
Vietnamese (450 ML),,,,,,,,,,,
Hot Chocolate (250 ML),Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,,
Cappucino (250 ML),South Indian Filter Kaapi (150 ML),,,,,,,,,,
