ORANGE JUICE,,,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Iced Americano (350 ML),,,,,,,,,,
Cappucino (250 ML),Hot Chocolate (250 ML),Madagascar Chocochip Frappe (350 ML),,,,,,,,,
Hot Chocolate (250 Ml),,,,,,,,,,,
Iced Latte (350 Ml),,,,,,,,,,,
Hazelnut Frappe (350 ML),Vietnamese (350 ML),,,,,,,,,,
Berliners (Dark Choco Mousse Berliner),Hot Chocolate (250 ML),Vietnamese (350 ML),,,,,,,,,
Malnad Tonic (choice Of Tonic),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Hot Chocolate (350 ML),Baked Vada Pav,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),ALMOND MILK (200 ML),,,,,,,,,,
Sea Salt Dark Mocha Frappe (350 ML),Origanal South Indian Frappe (350 ML),Madagascar Hot Chocolate (250 ML),Hyderabadi Chicken Keema Pav,Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,
Hazelnut Frappe (350 ML),South Indian Filter Kaapi (150 ML),,,,,,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Papparoti (Add On Nutella sauce),Hot Chocolate (250 ML),Mix Berliner 2 Pcs (Lotus Biscoff Berliner),Mix Berliner 2 Pcs (Nutella Berliner),Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),Rosella Cheesecake Berliner,,,,,,
Origanal South Indian Frappe (450 ML),Sea Salt Dark Mocha Frappe (350 ML),Sea Salt Dark Mocha Frappe (450 ML),Hyderabadi Soya Keema Pav,Madagascar Hot Chocolate (350 ML),Madagascar Chocochip Frappe (450 ML),,,,,,
Madagascar Chocochip Frappe (350 ML),Cappucino (250 ML),Cafe Mocha (250 ML),Iced Americano (350 ML),,,,,,,,
Classic Frappe (350 ML),OAT MILK (150 ML),Berliners (Nutella Berliner),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,
Cafe Latte (250 ML),Almond Honey Latte (250 ML),Add On Syrup (Add On Caramel Syrup),Madagascar Chocochip Frappe (350 ML),ALMOND MILK (200 ML),Hazelnut Frappe (350 ML),,,,,,
Cafe Latte (250 ML),Madagascar Hot Chocolate (250 ML),Baked Vada Pav,,,,,,,,,
Kaapicino (250 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
Madagascar Hot Chocolate (250 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Classic Frappe (350 ML),South Indian Filter Kaapi (250 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Yellow Banana Chips 60 Gm,Tartlets (chocolate Tartlet),Hot Chocolate (250 Ml),,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),Sea Salt Dark Mocha (250 ML),Mix Berliner 2 Pcs (Nutella Berliner),Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),Papparoti (Plain),South Indian Filter Kaapi (150 ML),,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Madagascar Hot Chocolate (250 ML),,,,,,,,,,,
Classic Frappe (350 Ml),,,,,,,,,,,
Spicy Banana Chips 60 Gm,,,,,,,,,,,
Origanal South Indian Frappe (350 ML),Baked Vada Pav,,,,,,,,,,
Iced Americano (350 ML),Baked Pav Bhaji,,,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Baked Pav Bhaji,,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Baked Pav Bhaji,,,,,,,,,,
Kaapicino (250 ML),Almond Honey Latte (250 ML),Origanal South Indian Frappe (350 ML),Papparoti (Plain),,,,,,,,
Baked Vada Pav,Origanal South Indian Frappe (350 ML),,,,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
Berliners (Nutella Berliner),,,,,,,,,,,
Spicy Banana Chips 60 Gm,,,,,,,,,,,
Kaapicino (250 ML),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,
Origanal South Indian Frappe (350 ML),Iced Americano (350 ML),Add On Syrup (Add On Irish Syrup),,,,,,,,,
Spicy Banana Chips 60 Gm,Yellow Banana Chips 60 Gm,Plain Nankhatai Veg,Choco-crinkle-cookies (COMBO 6 PCS),,,,,,,,
Origanal South Indian Frappe (350 ML),Baked Vada Pav,,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Malnad Tonic (choice Of Tonic),,,,,,,,,,,
Vanilla Praline (350 ML),Cappucino (250 ML),OAT MILK (200 ML),,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),Madagascar Chocochip Frappe (350 ML),,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Berliners (Lotus Biscoff Berliner),,,,,,,,,,,
Iced Mocha (350 ML),,,,,,,,,,,
Vietnamese (350 ML),Vanilla Praline (350 ML),,,,,,,,,,
Sea Salt Dark Mocha Frappe (350 ML),Nariyal Irish Cream Frappe (350 ML),Papparoti (Add On Nutella sauce),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Cafe Latte (250 ML),,,,,,,
Cappucino (250 ML),Iced Latte (350 ML),,,,,,,,,,
ESPRESSO (30 ML),South Indian Filter Kaapi (150 ML),Baked Pav Bhaji,Baked Pav Bhaji,,,,,,,,
South Indian Filter Kaapi (150 ML),Choco-crinkle-cookies (COMBO 3 PCS),Cafe Latte (250 ML),,,,,,,,,
Almond Frappe (350 ML),,,,,,,,,,,
Berliners (Lotus Biscoff Berliner),Berliners (Dark Choco Mousse Berliner),,,,,,,,,,
Iced Americano (350 ML),Iced Mocha (350 ML),Berliners (Dark Choco Mousse Berliner),,,,,,,,,
Cold Brew,,,,,,,,,,,
Iced Latte (350 ML),Vietnamese (350 ML),Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,
Rosella Cheesecake Berliner,Calzones Veg (Calzone Paneer),,,,,,,,,,
Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,,,
Irish Americano (350 ML),Classic Frappe (350 ML),,,,,,,,,,
Mix Tartlet 3 Pcs (chocolate Tartlet),Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),Mix Tartlet 3 Pcs (salted Caramel tartlet),Gluten Free Hazelnut Brownie,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Nariyal Irish Cream Frappe (350 ML),Vietnamese (350 ML),Hyderabadi Soya Keema Pav,,,,,,,,,
Almond Frappe (350 ML),Hazelnut Frappe (350 ML),Origanal South Indian Frappe (450 ML),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Berliners (Nutella Berliner),Choco-crinkle-cookies (COMBO 3 PCS),,,,,,
Iced Americano (350 ML),Caramel Frappe (350 ML),,,,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Hazelnut Frappe (350 ML),,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
South Indian Filter Kaapi (250 Ml),,,,,,,,,,,
Cappucino (250 ML),Almond Honey Latte (250 ML),Chicken Calzone,Choco-crinkle-cookies (COMBO 3 PCS),Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,
Cappucino (250 ML),Baked Vada Pav,Hyderabadi Chicken Keema Pav,South Indian Filter Kaapi (250 ML),Calzones Veg (Calzone Paneer),Spicy Banana Chips 60 Gm,,,,,,
Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,,,,
Classic Frappe (350 ML),Yellow Banana Chips 60 Gm,Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),Mix Berliner 2 Pcs (Nutella Berliner),,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Tartlets (Kacha Nimbu Tartlet),Mix Berliner 2 Pcs (Lotus Biscoff Berliner),Mix Berliner 2 Pcs (Nutella Berliner),Baked Vada Pav,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Spicy Banana Chips 60 Gm,,,,,,,,,,,
Papparoti (Add On Nutella sauce),Rosella Cheesecake Berliner,Baked Vada Pav,Cafe Mocha (250 ML),Vietnamese (350 ML),Calzones Veg (Calzone Paneer),Calzones Veg (Calzone Veg),,,,,
Tartlets (chocolate Tartlet),Tartlets (Salted Caramel Tartlet),Tartlets (Filter Kaapi Tartlet),Origanal South Indian Frappe (350 ML),Hot Chocolate (250 ML),South Indian Filter Kaapi (150 ML),Papparoti (Plain),Origanal South Indian Frappe (350 ML),,,,
Vanilla Praline (350 ML),Calzones Veg (Calzone Veg),Calzones Veg (Calzone Veg),,,,,,,,,
Hyderabadi Chicken Keema Pav,Iced Americano (350 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Origanal South Indian Frappe (450 ML),Spicy Banana Chips 60 Gm,,,,,,,,,,
Almond Frappe (350 ML),Cappucino (250 ML),,,,,,,,,,
Berliners (Dark Choco Mousse Berliner),Hyderabadi Chicken Keema Pav,Calzones Veg (Calzone Veg),,,,,,,,,
Sea Salt Dark Mocha Frappe (350 ML),Malnad Tonic (choice Of Tonic),,,,,,,,,,
Baked Pav Bhaji,Baked Vada Pav,,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
ESPRESSO (60 ML),Origanal South Indian Frappe (350 ML),,,,,,,,,,
ESPRESSO (60 ML),Americano (250 ML),,,,,,,,,,
Pour Over,,,,,,,,,,,
Bon Bon (350 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Iced Americano (350 ML),,,,,,,,,,,
Papparoti (Plain),,,,,,,,,,,
Baked Vada Pav,Chicken Calzone,Tartlets (chocolate Tartlet),,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Caramel Frappe (350 ML),Origanal South Indian Frappe (450 ML),,,,,,,,,
Hot Chocolate (250 Ml),,,,,,,,,,,
Baked Pav Bhaji,Calzones Veg (Calzone Paneer),,,,,,,,,,
Origanal South Indian Frappe (450 ML),,,,,,,,,,,
Iced Latte (450 ML),Add On Syrup (Add On Vanilla Syrup),Cappucino (250 ML),Baked Vada Pav,,,,,,,,
Baked Vada Pav,Sea Salt Dark Mocha Frappe (350 ML),,,,,,,,,,
Hyderabadi Chicken Keema Pav,,,,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Berliners (Dark Choco Mousse Berliner),,,,,,,,,,,
Cafe Mocha (250 ML),,,,,,,,,,,
Cafe Mocha (250 ML),Yellow Banana Chips 60 Gm,Spicy Banana Chips 60 Gm,,,,,,,,,
Origanal South Indian Frappe (350 ML),Tartlets (Kacha Nimbu Tartlet),,,,,,,,,,
Hazelnut Frappe (350 ML),Iced Latte (350 ML),Calzones Veg (Calzone Paneer),Berliners (Dark Choco Mousse Berliner),,,,,,,,
Madagascar Chocochip Frappe (350 ML),Americano (250 ML),Baked Vada Pav,Baked Vada Pav,Calzones Veg (Calzone Veg),,,,,,,
Americano (250 ML),Madagascar Chocochip Frappe (350 ML),Cappucino (250 ML),,,,,,,,,
Baked Vada Pav,Berliners (Nutella Berliner),Baked Vada Pav,Hyderabadi Chicken Keema Pav,Berliners (Nutella Berliner),,,,,,,
Yellow Banana Chips 60 Gm,Madagascar Chocochip Frappe (450 ML),,,,,,,,,,
Berliner Mix 3 Pcs (Lotus Biscoff Berliner),Berliner Mix 3 Pcs (Nutella Berliner),Berliner Mix 3 Pcs (Dark Choco Mousse Berliner),Baked Vada Pav,,,,,,,,
Caramel Frappe (350 ML),Vietnamese (350 ML),,,,,,,,,,
Papparoti (Add On Nutella sauce),Calzones Veg (Calzone Paneer),Calzones Veg (Calzone Veg),Mix Tartlet 3 Pcs (chocolate Tartlet),Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),Mix Tartlet 3 Pcs (salted Caramel tartlet),,,,,,
South Indian Filter Kaapi (250 ML),Kaapicino (250 ML),Vanilla Praline (350 ML),Origanal South Indian Frappe (350 ML),ALMOND MILK (200 ML),Papparoti (Plain),,,,,,
Bon Bon (350 ML),Hyderabadi Chicken Keema Pav,,,,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
Cafe Latte (250 ML),Hot Chocolate (250 ML),,,,,,,,,,
Hazelnut Frappe (450 ML),Calzones Veg (Calzone Veg),Baked Vada Pav,,,,,,,,,
Vietnamese (450 ML),Gluten Free Hazelnut Brownie,,,,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,,,
Papparoti (Add On Nutella sauce),Hot Chocolate (250 ML),Madagascar Chocochip Frappe (350 ML),Calzones Veg (Calzone Veg),South Indian Filter Kaapi (250 ML),South Indian Filter Kaapi (150 ML),,,,,,
Spicy Banana Chips 60 Gm,,,,,,,,,,,
Bon Bon (350 ML),,,,,,,,,,,
Vietnamese (350 ML),ALMOND MILK (200 ML),,,,,,,,,,
Classic Frappe (350 ML),Iced Mocha (350 ML),,,,,,,,,,
Bon Bon (450 ML),Madagascar Chocochip Frappe (450 ML),,,,,,,,,,
Hot Chocolate (350 ML),Vietnamese (350 ML),ALMOND MILK (200 ML),,,,,,,,,
Americano (350 ML),Americano (250 ML),,,,,,,,,,
Madagascar Hot Chocolate (250 ML),Cafe Mocha (250 ML),Bon Bon (350 ML),,,,,,,,,
Cafe Mocha (350 Ml),,,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
Classic Frappe (350 ML),Iced Latte (350 ML),,,,,,,,,,
Cappucino (250 ML),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,
Cappucino (250 ML),Origanal South Indian Frappe (350 ML),Origanal South Indian Frappe (350 ML),Origanal South Indian Frappe (350 ML),Cappucino (250 ML),Vanilla Praline (350 ML),,,,,,
Yellow Banana Chips 60 Gm,Madagascar Chocochip Frappe (450 ML),,,,,,,,,,
Choco-crinkle-cookies (COMBO 6 PCS),,,,,,,,,,,
Papparoti (Plain),,,,,,,,,,,
Almond Frappe (350 ML),Kaapicino (250 ML),,,,,,,,,,
Classic Frappe (450 ML),,,,,,,,,,,
Almond Frappe (450 Ml),Madagascar Hot Chocolate (350 Ml),,,,,,,,,,
Coconut Nankhatai (with Egg),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Papparoti (Add On Nutella sauce),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Cappucino (250 ML),,,,,,,,,,
Iced Americano (350 ML),Madagascar Chocochip Frappe (450 ML),,,,,,,,,,
Iced Americano (350 ML),Baked Vada Pav,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Iced Americano (350 ML),Add On Syrup (Add On Vanilla Syrup),Origanal South Indian Frappe (350 ML),Baked Vada Pav,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),,,,,,,,,,,
Berliners (Nutella Berliner),Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,,
Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),Classic Frappe (350 ML),Nariyal Irish Cream Frappe (350 ML),Hyderabadi Chicken Keema Pav,,,,,,,,
Baked Vada Pav,Hazelnut Frappe (350 ML),Vanilla Praline (350 ML),Mix Berliner 2 Pcs (Lotus Biscoff Berliner),Mix Berliner 2 Pcs (Nutella Berliner),Iced Americano (350 ML),,,,,,
Caramel Frappe (350 ML),Iced Americano (350 ML),Baked Vada Pav,Hyderabadi Chicken Keema Pav,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Cappucino (250 ML),Add On Syrup (Add On hazelnuts Syrup),Papparoti (Plain),,,,,,,,,
South Indian Filter Kaapi (250 ML),Americano (350 ML),Irish Americano (250 ML),,,,,,,,,
Hazelnut Frappe (450 Ml),,,,,,,,,,,
Classic Frappe (350 ML),Hot Chocolate (250 ML),Mix Berliner 2 Pcs (Lotus Biscoff Berliner),Mix Berliner 2 Pcs (Dark Choco Mousse Berliner),Sea Salt Dark Mocha Frappe (350 ML),OAT MILK (200 ML),Spicy Banana Chips 60 Gm,,,,,
Vietnamese (350 ML),Madagascar Chocochip Frappe (350 ML),Berliner Mix 3 Pcs (Lotus Biscoff Berliner),,,,,,,,,
Origanal South Indian Frappe (350 ML),Almond Frappe (350 ML),Americano (250 ML),Chicken Calzone,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,,
Papparoti (Plain),Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS),Yellow Banana Chips 60 Gm,Calzones Veg (Calzone Veg),,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Cold Brew,,,,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Cappucino (250 ML),OAT MILK (200 ML),Sea Salt Dark Mocha (250 ML),,,,,,,,,
Almond Honey Latte (250 ML),Kaapicino (250 ML),Papparoti (Plain),,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Tartlets (chocolate Tartlet),Tartlets (Filter Kaapi Tartlet),,,,,,,,,,
Iced Americano (350 ML),Cafe Mocha (250 ML),Iced Mocha (350 ML),OAT MILK (200 ML),,,,,,,,
Cafe Latte (250 ML),Add On Syrup (Add On Vanilla Syrup),,,,,,,,,,
Kaapicino (350 ML),Vietnamese (350 ML),Calzones Veg (Calzone Paneer),Berliner Mix 3 Pcs (Lotus Biscoff Berliner),Berliner Mix 3 Pcs (Dark Choco Mousse Berliner),Mix Tartlet 3 Pcs (chocolate Tartlet),Mix Tartlet 3 Pcs (salted Caramel tartlet),Berliners (Dark Choco Mousse Berliner),,,,
Origanal South Indian Frappe (350 ML),Vietnamese (350 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Cappucino (250 ML),South Indian Filter Kaapi (150 ML),Papparoti (Plain),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Hyderabadi Chicken Keema Pav,Mix Berliner 2 Pcs (Nutella Berliner),Choco-crinkle-cookies (COMBO 3 PCS),Madagascar Chocochip Frappe (350 ML),Calzones Veg (Calzone Veg),,,,,,,
Vietnamese (350 ML),Vanilla Praline (350 ML),Sea Salt Dark Mocha (250 ML),Chicken Calzone,Calzone Mix 3 Pc (Calzone Paneer),,,,,,,
Hyderabadi Chicken Keema Pav,,,,,,,,,,,
Hazelnut Frappe (350 ML),,,,,,,,,,,
Iced Latte (350 ML),Origanal South Indian Frappe (450 ML),,,,,,,,,,
Iced Americano (350 ML),,,,,,,,,,,
Origanal South Indian Frappe (450 ML),,,,,,,,,,,
Chicken Calzone,Baked Vada Pav,Almond Honey Latte (250 ML),Berliners (Nutella Berliner),South Indian Filter Kaapi (150 ML),Cashew Nuts Nankhatai Veg,,,,,,
Vietnamese (350 ML),Irish Americano (250 ML),,,,,,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,,,
Cappucino (250 ML),Cafe Latte (250 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Classic Frappe (350 Ml),,,,,,,,,,,
Gluten Free Hazelnut Brownie,,,,,,,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Tartlets (Kacha Nimbu Tartlet),Kaapicino (250 ML),Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),Strawberry White Chocolate Ganache With Rosella Jam Macaroon,Whole Wheat Ladi Pav 4 Pc,White Loaf Bread,,,,,,
Americano (250 ML),South Indian Filter Kaapi (150 ML),Papparoti (Plain),,,,,,,,,
Kaapicino (250 ML),Papparoti (Plain),Baked Pav Bhaji,Baked Vada Pav,,,,,,,,
Iced Americano (450 ML),,,,,,,,,,,
Cappucino (250 ML),Papparoti (Plain),,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
South Indian Filter Kaapi (150 ML),,,,,,,,,,,
Baked Pav Bhaji,Baked Vada Pav,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Baked Vada Pav,,,,,,,,,,
South Indian Filter Kaapi (250 ML),Chicken Calzone,Iced Mocha (350 ML),,,,,,,,,
Hyderabadi Chicken Keema Pav,Calzones Veg (Calzone Paneer),,,,,,,,,,
Americano (250 ML),,,,,,,,,,,
Cappucino (250 ML),Iced Latte (350 ML),ALMOND MILK (150 ML),Add On Syrup (Add On Vanilla Syrup),,,,,,,,
Cappucino (250 ML),,,,,,,,,,,
Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,,,
Spicy Banana Chips 60 Gm,,,,,,,,,,,
Cafe Latte (250 ML),Add On Syrup (Add On hazelnuts Syrup),,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Cappucino (250 ML),Origanal South Indian Frappe (450 ML),Cafe Mocha (350 ML),Hot Chocolate (250 ML),Berliners (Blueberry Cheese Cake Berliner),Rosella Cheesecake Berliner,,,,,,
Papparoti (Add On Nutella sauce),Baked Pav Bhaji,South Indian Filter Kaapi (250 ML),,,,,,,,,
Cold Brew,,,,,,,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Berliner Mix 3 Pcs (Lotus Biscoff Berliner),Berliner Mix 3 Pcs (Nutella Berliner),Berliner Mix 3 Pcs (Dark Choco Mousse Berliner),Rosella Cheesecake Berliner,Choco-crinkle-cookies (COMBO 3 PCS),Papparoti (Plain),,,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Sea Salt Dark Mocha (250 ML),,,,,,,,,,,
Madagascar Chocochip Frappe (450 ML),Hazelnut Frappe (350 ML),,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),Americano (250 ML),,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Hot Chocolate (350 ML),Hazelnut Frappe (350 ML),,,,,,,,,,
Madagascar Hot Chocolate (250 ML),Cafe Mocha (250 ML),Hyderabadi Soya Keema Pav,Berliners (Blueberry Cheese Cake Berliner),,,,,,,,
Almond Honey Latte (250 ML),Gluten Free Hazelnut Brownie,,,,,,,,,,
South Indian Filter Kaapi (250 ML),Madagascar Chocochip Frappe (350 ML),Tartlets (Kacha Nimbu Tartlet),Cappucino (350 ML),Chicken Calzone,,,,,,,
Cappucino (350 ML),Iced Latte (350 ML),,,,,,,,,,
South Indian Filter Kaapi (150 ML),Tartlets (Salted Caramel Tartlet),Tartlets (Filter Kaapi Tartlet),,,,,,,,,
Flat White 250 Ml,,,,,,,,,,,
Origanal South Indian Frappe (350 Ml),,,,,,,,,,,
Baked Vada Pav,Madagascar Chocochip Frappe (350 ML),ALMOND MILK (200 ML),Hazelnut Frappe (350 ML),Iced Americano (350 ML),Vanilla Praline (350 ML),Add On Syrup (Add On Irish Syrup),,,,,
Classic Frappe (350 ML),,,,,,,,,,,
Hazelnut Frappe (350 ML),,,,,,,,,,,
Bon Bon (350 ML),Berliners (Dark Choco Mousse Berliner),,,,,,,,,,
Cafe Latte (250 ML),,,,,,,,,,,
Cappucino (250 ML),Add On Syrup (Add On hazelnuts Syrup),Choco-crinkle-cookies (COMBO 3 PCS),Baked Vada Pav,South Indian Filter Kaapi (250 ML),ALMOND MILK (200 ML),,,,,,
Sea Salt Dark Mocha Frappe (450 ML),Yellow Banana Chips 60 Gm,,,,,,,,,,
Calzones Veg (Calzone Veg),Vietnamese (350 ML),,,,,,,,,,
Hazelnut Frappe (350 ML),Plain Nankhatai Veg,Calzones Veg (Calzone Veg),South Indian Filter Kaapi (250 ML),Spicy Banana Chips 60 Gm,Yellow Banana Chips 60 Gm,,,,,,
Sea Salt Dark Mocha Frappe (450 ML),Choco-crinkle-cookies (COMBO 3 PCS),,,,,,,,,,
Cappucino (250 ML),Calzones Veg (Calzone Paneer),Berliners (Nutella Berliner),Chicken Calzone,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,,,,,,,
Pour Over,South Indian Filter Kaapi (250 ML),,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Cappucino (250 ML),Madagascar Hot Chocolate (250 ML),,,,,,,,,,
Papparoti (Add On Nutella sauce),Calzones Veg (Calzone Veg),Baked Vada Pav,Cappucino (250 ML),Hazelnut Frappe (350 ML),Calzones Veg (Calzone Veg),,,,,,
Espresso Tonic (Tonic Water),,,,,,,,,,,
Kaapicino (250 ML),,,,,,,,,,,
Madagascar Chocochip Frappe (350 ML),,,,,,,,,,,
Iced Latte (350 ML),South Indian Filter Kaapi (150 ML),ALMOND MILK (200 ML),,,,,,,,,
South Indian Filter Kaapi (250 ML),Hyderabadi Chicken Keema Pav,,,,,,,,,,
Papparoti (Add On Nutella sauce),,,,,,,,,,,
Tartlets (Salted Caramel Tartlet),,,,,,,,,,,
Hot Chocolate (250 ML),Madagascar Hot Chocolate (250 ML),,,,,,,,,,
Hot Chocolate (250 ML),,,,,,,,,,,
Espresso Tonic (Tonic Water),Sea Salt Dark Mocha (250 ML),Chicken Calzone,Tartlets (chocolate Tartlet),Tartlets (Filter Kaapi Tartlet),Tartlets (Kacha Nimbu Tartlet),Baked Vada Pav,,,,,
Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),,,,,,,,,,,
South Indian Filter Kaapi (150 ML),Classic Frappe (350 ML),,,,,,,,,,
Baked Vada Pav,,,,,,,,,,,
Baba Budan Peak 250 Gm,,,,,,,,,,,
Kaapicino (250 ML),Kaapicino (350 ML),Papparoti (Add On Nutella sauce),,,,,,,,,
Papparoti (Add On Nutella sauce),Kaapicino (250 ML),Vietnamese (350 ML),,,,,,,,,
Kaapicino (350 ML),Chicken Calzone,,,,,,,,,,
Hazelnut Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
Origanal South Indian Frappe (350 ML),,,,,,,,,,,
South Indian Filter Kaapi (250 ML),,,,,,,,,,,
Vietnamese (350 ML),,,,,,,,,,,
Iced Latte (350 ML),Hazelnut Frappe (350 ML),Berliners (Dark Choco Mousse Berliner),Mix Tartlet 3 Pcs (chocolate Tartlet),Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet),Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),,,,,,
Madagascar Chocochip Frappe (450 ML),Chicken Calzone,Vietnamese (450 ML),,,,,,,,,
Baked Pav Bhaji,,,,,,,,,,,
Vietnamese (350 ML),Baked Vada Pav,Iced Americano (350 ML),Baked Pav Bhaji,,,,,,,,
